,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,querying multiple features of groups in relational databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_year')","['optimizing multi-feature queries for image databases', 2000]","['querying multiple features of groups in relational databases', 1996]",0.07340914011001587,0.9265908598899841,2
4,querying multiple features of groups in relational databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_year')","['optimizing multi-feature queries for image databases', 2000]","['querying multiple features of groups in relational databases', 1996]",0.07340919971466064,0.9265908002853394,2
1,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_authors', 'ltable_year')","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling , wolf-tilo balke', 2000]","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 1996]",0.04853081703186035,0.9514691829681396,3
2,querying multiple features of groups in relational databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_venue', 'ltable_year')","['optimizing multi-feature queries for image databases', 'vldb', 2000]","['querying multiple features of groups in relational databases', 'vldb', 1996]",0.07340919971466064,0.9265908002853394,3
5,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_authors', 'ltable_year')","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling , wolf-tilo balke', 2000]","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 1996]",0.04853081703186035,0.9514691829681396,3
6,querying multiple features of groups in relational databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_venue', 'ltable_year')","['optimizing multi-feature queries for image databases', 'vldb', 2000]","['querying multiple features of groups in relational databases', 'vldb', 1996]",0.07340914011001587,0.9265908598899841,3
9,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"güntzer , werner kießling , wolf-tilo balke",very large data bases,2000,"('rtable_title', 'rtable_authors', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 1996]","['optimizing multi-feature queries for image databases', 'güntzer , werner kießling , wolf-tilo balke', 2000]",0.4952733516693115,0.5047266483306885,3
14,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling', 'vldb', 2000]",0.40435701608657837,0.5956429839134216,4
13,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"kießling , wolf-tilo balke",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', 'kießling , wolf-tilo balke', 'vldb', 2000]",0.4025461673736572,0.5974538326263428,4
12,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"werner kießling , wolf-tilo balke",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', 'werner kießling , wolf-tilo balke', 'vldb', 2000]",0.3381091356277466,0.6618908643722534,4
11,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,", werner kießling , wolf-tilo balke",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', ', werner kießling , wolf-tilo balke', 'vldb', 2000]",0.3105548620223999,0.6894451379776001,4
8,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image', 'ulrich güntzer , werner kießling , wolf-tilo balke', 'vldb', 2000]",0.29958003759384155,0.7004199624061584,4
15,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling ,",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling ,', 'vldb', 2000]",0.36358582973480225,0.6364141702651978,4
7,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling , wolf-tilo balke', 'vldb', 2000]","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'vldb', 1996]",0.04853081703186035,0.9514691829681396,4
3,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling , wolf-tilo balke', 'vldb', 2000]","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'vldb', 1996]",0.04853081703186035,0.9514691829681396,4
10,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"güntzer , werner kießling , wolf-tilo balke",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', 'güntzer , werner kießling , wolf-tilo balke', 'vldb', 2000]",0.25606173276901245,0.7439382672309875,4
16,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo",vldb,2000,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['querying multiple features of groups in relational databases', 'damianos chatziantoniou , kenneth a. ross', 'very large data bases', 1996]","['optimizing multi-feature queries for image databases', 'ulrich güntzer , werner kießling , wolf-tilo', 'vldb', 2000]",0.32334208488464355,0.6766579151153564,4
