,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
12,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Big Island Brewhaus,American Strong Ale,6.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Island Red Giant Ale', '6.50 %']","['Boxing Cat Firecracker Imperial Red Ale', '6.60 %']",0.2723477,0.7276523,2
20,Clifford 's Big Red Ale,Second Street Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Funky Buddha Brewery', 'American Amber / Red Ale']","['Second Street Brewery', 'American Amber / Red Ale']",0.10346711,0.8965329,2
19,Ringwood Red,Second Street Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery']","['Ringwood Red', 'Second Street Brewery']",0.40054256,0.5994574,2
18,Clifford 's Big Red Ale,Second Street Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name',)",['Funky Buddha Brewery'],['Second Street Brewery'],0.10346695,0.8965331,2
21,Clifford 's Big Red Ale,Second Street Brewery,American Amber / Red Ale,6.40 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Funky Buddha Brewery', '9.70 %']","['Second Street Brewery', '6.40 %']",0.085559346,0.9144406,2
10,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,American Strong Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Island Red Giant Ale', 'Big Island Brewhaus']","['Boxing Cat Firecracker Imperial Red Ale', 'Boxing Cat Brewery']",0.4038808,0.5961192,2
9,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('rtable_Beer_Name',)",['Big Island Red Giant Ale'],['Boxing Cat Firecracker Imperial Red Ale'],0.18221195,0.81778806,2
11,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Big Island Brewhaus,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'American Strong Ale']","['Boxing Cat Firecracker Imperial Red Ale', 'Amber Ale']",0.16607855,0.8339215,2
4,Clifford 's Big Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,6.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Funky Buddha Brewery', '9.70 %']","[""Drake 's Brewing Co. ."", '6.50 %']",0.37912223,0.6208778,2
3,Clifford 's Big Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Funky Buddha Brewery', 'American Amber / Red Ale']","[""Drake 's Brewing Co. ."", 'American Amber / Red Ale']",0.25592664,0.7440734,2
2,Drake 's Red Eye,Drake 's Brewing Co. .,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery']","[""Drake 's Red Eye"", ""Drake 's Brewing Co. .""]",0.42407075,0.5759293,2
1,Clifford 's Big Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name',)",['Funky Buddha Brewery'],"[""Drake 's Brewing Co. .""]",0.25592664,0.7440734,2
7,Simcoe SamuRYE,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery']","['Simcoe SamuRYE', ""Al 's of Hampden / Pizza Boy Brewing""]",0.12905464,0.8709454,2
8,Simcoe SamuRYE,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale']","['Simcoe SamuRYE', ""Al 's of Hampden / Pizza Boy Brewing"", 'American Amber / Red Ale']",0.12905473,0.8709453,3
6,Clifford 's Big Red Ale,Drake 's Brewing Co. .,American Amber / Red Ale,6.50 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","[""Drake 's Brewing Co. ."", 'American Amber / Red Ale', '6.50 %']",0.37912223,0.6208778,3
5,Drake 's Red Eye,Drake 's Brewing Co. .,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale']","[""Drake 's Red Eye"", ""Drake 's Brewing Co. ."", 'American Amber / Red Ale']",0.42407075,0.5759293,3
24,Clifford 's Big Red Ale,Second Street Brewery,American Amber / Red Ale,6.40 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","['Second Street Brewery', 'American Amber / Red Ale', '6.40 %']",0.085559346,0.9144406,3
13,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale']","['Boxing Cat Firecracker Imperial Red Ale', 'Boxing Cat Brewery', 'Amber Ale']",0.31526574,0.6847342,3
14,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,American Strong Ale,6.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', '6.50 %']","['Boxing Cat Firecracker Imperial Red Ale', 'Boxing Cat Brewery', '6.60 %']",0.3436443,0.65635574,3
15,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Big Island Brewhaus,Amber Ale,6.60 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'American Strong Ale', '6.50 %']","['Boxing Cat Firecracker Imperial Red Ale', 'Amber Ale', '6.60 %']",0.11160884,0.8883912,3
16,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Boxing Cat Brewery,Amber Ale,6.60 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Boxing Cat Brewery', 'Amber Ale', '6.60 %']",0.27120122,0.72879875,3
23,Ringwood Red,Second Street Brewery,American Amber / Red Ale,6.40 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', '9.70 %']","['Ringwood Red', 'Second Street Brewery', '6.40 %']",0.26595053,0.7340495,3
22,Ringwood Red,Second Street Brewery,American Amber / Red Ale,9.70 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale']","['Ringwood Red', 'Second Street Brewery', 'American Amber / Red Ale']",0.40054256,0.5994574,3
0,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Primal Ethel Red Ale,Primal Brewery,Irish Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Primal Ethel Red Ale', 'Primal Brewery', 'Irish Ale', '5.20 %']",0.47989684,0.52010316,4
17,Clifford 's Big Red Ale,Funky Buddha Brewery,American Amber / Red Ale,9.70 %,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,Amber Ale,6.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Big Island Red Giant Ale', 'Big Island Brewhaus', 'American Strong Ale', '6.50 %']","['Boxing Cat Firecracker Imperial Red Ale', 'Boxing Cat Brewery', 'Amber Ale', '6.60 %']",0.2364843,0.7635157,4
25,Ringwood Red,Second Street Brewery,American Amber / Red Ale,6.40 %,Big Island Red Giant Ale,Big Island Brewhaus,American Strong Ale,6.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","[""Clifford 's Big Red Ale"", 'Funky Buddha Brewery', 'American Amber / Red Ale', '9.70 %']","['Ringwood Red', 'Second Street Brewery', 'American Amber / Red Ale', '6.40 %']",0.26595053,0.7340495,4
