,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Nothing But the Beat,David Guetta,nan,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,2:51,Nothing But The Beat,David Guetta,nan,Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,0
1,Nothing But the Beat,David Guetta,‰ ãÑ 2013 WaterTower Music,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,3:34,Nothing But The Beat,David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,0
2,Nothing But the Beat,David Guetta,‰ ãÑ 2013 WaterTower Music,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,3:34,Nothing But The Beat,David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",Dance & Electronic,$ 1.29,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,0
3,Listen,David Guetta,nan,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,5:20,Nothing But The Beat,David Guetta,nan,Dance & Electronic,$ 1.29,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,0
4,Nothing But the Beat,David Guetta,nan,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",nan,nan,Cameras 28-Mar-11,3:34,Nothing But The Beat,David Guetta,nan,Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,1
5,Nothing But the Beat,Drake,nan,"Dance , Music , Rock , House , Electronic",nan,nan,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",3:34,Nothing But The Beat,Naughty Boy,nan,Dance & Electronic,nan,"August 26 , 2011","Anything Goes Florida Georgia Line Country October 14 , 2014",nan,1
6,Nothing But the Beat,David Guetta,nan,"Dance , Music , Rock , House , Electronic",$ 1.99,nan,Cameras 28-Mar-11,2:51,Nothing But The Beat,Calvin Harris,nan,Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,1
7,Nothing But the Beat,David Guetta,nan,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,3:34,Nothing But The Beat,David Guetta,nan,Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,1
8,Listen,David Guetta,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,3:34,Nothing But The Beat,David Guetta,nan,Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,0
9,Nothing But the Beat,David Guetta,nan,"Dance , Music , Rock , House , Electronic",nan,nan,Cameras 28-Mar-11,2:51,Nothing But The Beat,Calvin Harris,nan,Dance & Electronic,nan,"August 26 , 2011",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,nan,0
