,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,olympus premium slim leather case in black 202087,speck toughskin black case for 4th generation ipod nano nn4tsblk tough custom-fit protective case durable shock-absorbing material detachable rotating belt clip openings to all connections and controls black finish,,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_description',)",['olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish'],['speck toughskin black case for 4th generation ipod nano nn4tsblk tough custom-fit protective case durable shock-absorbing material detachable rotating belt clip openings to all connections and controls black finish'],0.40420038,0.5957997,2
19,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,nylon black,11.89,"('rtable_description',)",['top loading neoprene black'],['nylon black'],0.4335017,0.56649834,2
17,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus slim leather case 202087,top loading neoprene black,18.99,"('rtable_name', 'rtable_price')","['olympus neoprene soft camera case 202066', 11.89]","['olympus slim leather case 202087', 18.99]",0.37656662,0.6234334,2
16,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus slim leather case 202087,leather black,11.89,"('rtable_name', 'rtable_description')","['olympus neoprene soft camera case 202066', 'top loading neoprene black']","['olympus slim leather case 202087', 'leather black']",0.32983163,0.67016834,2
15,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,leather black,11.89,"('rtable_description',)",['top loading neoprene black'],['leather black'],0.47349668,0.5265033,2
14,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus slim leather case 202087,top loading neoprene black,11.89,"('rtable_name',)",['olympus neoprene soft camera case 202066'],['olympus slim leather case 202087'],0.38349888,0.61650115,2
13,olympus premium slim leather case in black 202087,"sony vaio neoprene notebook with ac adapter case vgpamc2 helps protect your notebook from scratches , spills and dings neoprene offers durable , water-resistant protection fits 17 ' widescreen notebooks",24.0,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_description', 'ltable_price')","['olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish', nan]","[""sony vaio neoprene notebook with ac adapter case vgpamc2 helps protect your notebook from scratches , spills and dings neoprene offers durable , water-resistant protection fits 17 ' widescreen notebooks"", 24.0]",0.49990064,0.5000993,2
12,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,24.0,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_price',)",[nan],[24.0],0.49898207,0.501018,2
11,olympus premium slim leather case in black 202087,sony dsch2 soft carrying black camera case lcscsh polypropylene construction extra compartments for accessory storage can hold many sony or other manufacturers digital cameras black finish,,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_description', 'ltable_price')","['olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish', nan]","['sony dsch2 soft carrying black camera case lcscsh polypropylene construction extra compartments for accessory storage can hold many sony or other manufacturers digital cameras black finish', nan]",0.3797255,0.62027454,2
20,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,top loading neoprene black,32.78,"('rtable_price',)",[11.89],[32.78],0.46429142,0.53570855,2
10,olympus premium slim leather case in black 202087,sony dsch2 soft carrying black camera case lcscsh polypropylene construction extra compartments for accessory storage can hold many sony or other manufacturers digital cameras black finish,,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_description',)",['olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish'],['sony dsch2 soft carrying black camera case lcscsh polypropylene construction extra compartments for accessory storage can hold many sony or other manufacturers digital cameras black finish'],0.3797255,0.62027454,2
8,olympus premium slim leather case in black 202087,sony lcs-twa/r red soft leather carrying case lcstwar genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure red finish,,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_description',)",['olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish'],['sony lcs-twa/r red soft leather carrying case lcstwar genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure red finish'],0.47591865,0.52408135,2
