,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Outversion Mark Ronson 1:52 10-Jul-07,,Version,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,4:07,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Album_Name')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', nan]","['Outversion Mark Ronson 1:52 10-Jul-07', 'Version']",0.47311142,0.5268886,2
28,"R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09",,R.O.O.T.S. ( Deluxe Version ),"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,4:07,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Album_Name')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', nan]","['R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09', 'R.O.O.T.S. ( Deluxe Version )']",0.020335887,0.9796641,2
29,"R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09",,,,,2014 Warner Bros. . Records Inc.,4:07,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Genre')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', 'Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B']","['R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09', nan]",0.18592955,0.81407046,2
30,"R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09",,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,4:07,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Price')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', nan]","['R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09', nan]",0.012974874,0.98702514,2
31,"R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09",,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:07,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_CopyRight')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', '2014 Warner Bros. . Records Inc.']","['R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09', '‰ ãÑ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States']",0.013910167,0.9860898,2
32,"R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09",,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,3:45,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Time')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', '4:07']","['R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09', '3:45']",0.013885079,0.98611486,2
33,"R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09",,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,4:07,,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Released')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', '2-May-14']","['R.O.O.T.S. Flo Rida Hip-Hop/Rap , Music $ 1.29 30-Mar-09', nan]",0.013529996,0.9864699,2
231,Jump ( Disco Fries Extended Mix ) Flo Rida $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 1-Sep-09,,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,4:07,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Artist_Name')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', nan]","['Jump ( Disco Fries Extended Mix ) Flo Rida $ 1.29 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 1-Sep-09', nan]",0.23422824,0.76577175,2
377,Thnks fr th Mmrs Fall Out Boy Believers Never Die - Greatest Hits ( Bonus Track Version ) $ 1.29 3:28,,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,4:07,17-Nov-09,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Released')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', '2-May-14']","['Thnks fr th Mmrs Fall Out Boy Believers Never Die - Greatest Hits ( Bonus Track Version ) $ 1.29 3:28', '17-Nov-09']",0.28617513,0.71382487,2
376,Thnks fr th Mmrs Fall Out Boy Believers Never Die - Greatest Hits ( Bonus Track Version ) $ 1.29 3:28,,,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",,2014 Warner Bros. . Records Inc.,,2-May-14,"Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",Jason Derulo,Talk Dirty [ Clean ],,$ 1.29,2014 Warner Bros. . Records Inc.,,,"('ltable_Song_Name', 'ltable_Time')","['Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] Jason Derulo Talk Dirty ( feat . 2 Chainz ) [ TJR Remix ] - Single $ 1.29', '4:07']","['Thnks fr th Mmrs Fall Out Boy Believers Never Die - Greatest Hits ( Bonus Track Version ) $ 1.29 3:28', nan]",0.2954564,0.70454365,2
