,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,tv accessories,d1680,nan,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,accessories,nan,65.0,new-analog rca volume leveler - dct6s srs,0
1,nan,tv accessories,74109,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,nan,accessories,nan,65.0,new-analog rca volume leveler - dct6s srs,0
2,nan,tv accessories,nan,nan,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,accessories,97556,65.0,evga geforce gts450 superclocked 1 gb gddr5 pci-express 2.0 graphics card 01g-p3-1452-tr,0
3,nan,tv accessories,35199,nan,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,accessories,nan,65.0,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
4,nan,tv accessories,nan,nan,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,accessories,be450g,65.0,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,0
5,nan,tv accessories,ts-a1674r,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,nan,accessories,nan,65.0,new-analog rca volume leveler - dct6s srs,0
6,nan,tv accessories,nan,nan,accell ultraav displayport multi-monitor adapter 198.35,nan,accessories,gb01959,65.0,new-analog rca volume leveler - dct6s srs,0
7,nan,tv accessories,nan,nan,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,nan,accessories,23056,65.0,new-analog rca volume leveler - dct6s srs,0
8,nan,tv accessories,99712,nan,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,accessories,nan,65.0,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,0
9,nan,tv accessories,pvr135h1,nan,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,accessories,nan,65.0,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,0
