,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
39,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,,,$ 1.29,,2:09,,"('rtable_Song_Name', 'rtable_Genre')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', 'Pop']","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', nan]",0.015037875,0.9849621,2
38,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,Tha Carter II ( Edited Version ),Pop,$ 1.29,,2:09,,"('rtable_Song_Name', 'rtable_Album_Name')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', nan]","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', 'Tha Carter II ( Edited Version )']",0.0008120455,0.999188,2
40,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,,Pop,$ 1.29,,2:09,,"('rtable_Song_Name', 'rtable_Price')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', '$ 1.29']","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', '$ 1.29']",0.020171192,0.9798288,2
41,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,,Pop,$ 1.29,,2:09,,"('rtable_Song_Name', 'rtable_CopyRight')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', nan]","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', nan]",0.020171192,0.9798288,2
42,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,,Pop,$ 1.29,,,,"('rtable_Song_Name', 'rtable_Time')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', '2:09']","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', nan]",0.008227541,0.9917725,2
43,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,,Pop,$ 1.29,,2:09,"December 6 , 2005","('rtable_Song_Name', 'rtable_Released')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', nan]","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', 'December 6 , 2005']",0.0038606522,0.99613935,2
37,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Lil Wayne,,Pop,$ 1.29,,2:09,,"('rtable_Song_Name', 'rtable_Artist_Name')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', 'Naughty Boy']","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23', 'Lil Wayne']",0.014967404,0.9850327,2
36,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,"Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23",Naughty Boy,,Pop,$ 1.29,,2:09,,"('rtable_Song_Name',)","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014']","['Mo Fire ( Album Version ( Edited ) ) [ Clean ] Gangsta & Hardcore , Rap & Hip-Hop , Southern Rap ( C ) 2005 Cash Money Records Inc. . Manufactured and Marketed by Universal Records , a division of UMG Recordings , Inc. 3:23']",0.020171192,0.9798288,2
180,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,Barcarolle op. 44 Inna Poroshina,,,Pop,$ 1.29,,2:09,,"('rtable_Song_Name', 'rtable_Artist_Name')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', 'Naughty Boy']","['Barcarolle op. 44 Inna Poroshina', nan]",0.26036105,0.739639,2
181,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,,4:15,,Barcarolle op. 44 Inna Poroshina,Naughty Boy,,Pop,$ 1.29,,3:58,,"('rtable_Song_Name', 'rtable_Time')","['Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014', '2:09']","['Barcarolle op. 44 Inna Poroshina', '3:58']",0.4582513,0.5417487,2
