,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,with csr - projection screen - 133 in - 16 9 - high power,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,,904.95,"('ltable_title',)",['da-lite high power model b manual screen with csr - 84 x 84 av format'],['with csr - projection screen - 133 in - 16 9 - high power'],0.4007183313369751,0.5992816686630249,2
1,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,85303,904.95,"('rtable_modelno',)",[nan],['85303'],0.04866677522659302,0.951333224773407,2
2,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite high power model b manual screen with csr - 84,home audio theater,da-lite,,904.95,"('rtable_title',)",['da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power'],['da-lite high power model b manual screen with csr - 84'],0.3267374634742737,0.6732625365257263,2
3,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,85303,904.95,"('rtable_modelno',)",[nan],['85303'],0.04866677522659302,0.951333224773407,2
4,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite high power model b manual screen with csr - 84 x,home audio theater,da-lite,,904.95,"('rtable_title',)",['da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power'],['da-lite high power model b manual screen with csr - 84 x'],0.19828325510025024,0.8017167448997498,2
5,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,85303,904.95,"('rtable_modelno',)",[nan],['85303'],0.04866677522659302,0.951333224773407,2
6,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,85303,904.95,"('rtable_modelno',)",[nan],['85303'],0.04866677522659302,0.951333224773407,2
7,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,85303,904.95,"('rtable_modelno',)",[nan],['85303'],0.04866677522659302,0.951333224773407,2
8,da-lite advantage manual with csr - projection screen - 133,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,,904.95,"('ltable_title',)",['da-lite high power model b manual screen with csr - 84 x 84 av format'],['da-lite advantage manual with csr - projection screen - 133'],0.08995401859283447,0.9100459814071655,2
9,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power,home audio theater,da-lite,85303,904.95,"('rtable_modelno',)",[nan],['85303'],0.04866677522659302,0.951333224773407,2
