,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Cambridge Valley Girl,Capitol City Brewing Company,Amber Ale,5.60 %,"('rtable_Beer_Name',)",['Capitol City Amber Waves Ale'],['Cambridge Valley Girl'],0.3398870825767517,0.6601129174232483,2
510,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Beierhaascht l_AmbrÃ © e,Capitol City Brewing Company,Amber Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Capitol City Amber Waves Ale', 'Amber Ale']","['Beierhaascht l_AmbrÃ © e', 'Amber Ale']",0.2507449984550476,0.7492550015449524,2
511,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Beierhaascht l_AmbrÃ © e,Capitol City Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Capitol City Amber Waves Ale', '5.60 %']","['Beierhaascht l_AmbrÃ © e', '5.20 %']",0.42182081937789917,0.5781791806221008,2
277,Jaapie,Capitol City Brewing,American Amber / Red Ale,9.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Amber Waves Ale', '5.40 %']","['Jaapie', '9.40 %']",0.20610541105270386,0.7938945889472961,2
276,Jaapie,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_Style')","['Amber Waves Ale', 'American Amber / Red Ale']","['Jaapie', 'American Amber / Red Ale']",0.22766077518463135,0.7723392248153687,2
275,Jaapie,Kaapse Brouwers,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Amber Waves Ale', 'Capitol City Brewing']","['Jaapie', 'Kaapse Brouwers']",0.2087990641593933,0.7912009358406067,2
274,Jaapie,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name',)",['Amber Waves Ale'],['Jaapie'],0.21823161840438843,0.7817683815956116,2
516,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,7 Barrios Amber,Capitol City Brewing Company,Amber Ale,5.60 %,"('rtable_Beer_Name',)",['Capitol City Amber Waves Ale'],['7 Barrios Amber'],0.2388538122177124,0.7611461877822876,2
269,Baphomet,Capitol City Brewing,American Amber / Red Ale,8.30 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Amber Waves Ale', '5.40 %']","['Baphomet', '8.30 %']",0.2814764976501465,0.7185235023498535,2
268,Baphomet,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_Style')","['Amber Waves Ale', 'American Amber / Red Ale']","['Baphomet', 'American Amber / Red Ale']",0.20173108577728271,0.7982689142227173,2
509,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Beierhaascht l_AmbrÃ © e,Beierhaascht,Amber Ale,5.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Capitol City Amber Waves Ale', 'Capitol City Brewing Company']","['Beierhaascht l_AmbrÃ © e', 'Beierhaascht']",0.2121754288673401,0.7878245711326599,2
