,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,"('ltable_title',)","['lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin']","['structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )']",0.11534433,0.8846557,2
95,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data",,acm trans . database syst .,1996.0,"('rtable_title', 'rtable_venue')","['lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )', nan]","['lh * - a scalable , distributed data', 'acm trans . database syst .']",0.00042251733,0.99957746,2
94,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data",,,1996.0,"('rtable_title', 'rtable_authors')","['lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )', nan]","['lh * - a scalable , distributed data', nan]",0.0010779267,0.9989221,2
93,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,"('rtable_year',)",[1996.0],[1996.0],0.0010920744,0.9989079,2
92,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,acm trans . database syst .,1996.0,"('rtable_venue',)",[nan],['acm trans . database syst .'],0.0011507964,0.99884915,2
91,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,"('rtable_authors',)",[nan],[nan],0.0010920744,0.9989079,2
90,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data",,,1996.0,"('rtable_title',)","['lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )']","['lh * - a scalable , distributed data']",0.0010779246,0.9989221,2
143,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,"('rtable_authors', 'rtable_year')","[nan, 1996.0]","[nan, 1996.0]",0.0010920744,0.9989079,2
84,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,acm trans . database syst .,1996.0,"('rtable_venue', 'rtable_year')","[nan, 1996.0]","['acm trans . database syst .', 1996.0]",0.0011507964,0.99884915,2
83,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,"('rtable_authors', 'rtable_year')","[nan, 1996.0]","[nan, 1996.0]",0.0010920744,0.9989079,2
82,"lh * - a scalable , distributed data structure donovan a. schneider , marie-anne neimat , witold litwin",,acm trans . database syst .,1996.0,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,acm trans . database syst .,1996.0,"('rtable_authors', 'rtable_venue')","[nan, nan]","[nan, 'acm trans . database syst .']",0.0011507964,0.99884915,2
