,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Point Blank Red,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Point Blank Red'],0.27005088329315186,0.7299491167068481,2
446,Hopkowski,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Hopkowski', 'Iron Hill Brewery & Restaurant']",0.08006101846694946,0.9199389815330505,2
445,Hopkowski,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Hopkowski'],0.07024133205413818,0.9297586679458618,2
440,Reflector,Mammoth Brewing Company,American Amber / Red Ale,5.30 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Real McCoy Amber Ale', '4.50 %']","['Reflector', '5.30 %']",0.3410012722015381,0.6589987277984619,2
439,Reflector,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Real McCoy Amber Ale', 'American Amber / Red Ale']","['Reflector', 'American Amber / Red Ale']",0.07140713930130005,0.9285928606987,2
438,Reflector,Crank Arm Brewing,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Reflector', 'Crank Arm Brewing']",0.07925009727478027,0.9207499027252197,2
437,Reflector,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Mammoth Real McCoy Amber Ale,Mammoth Brewing Company,Altbier,4.50 %,"('ltable_Beer_Name',)",['Real McCoy Amber Ale'],['Reflector'],0.07011842727661133,0.9298815727233887,2
432,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Sockeye Angels Perch Amber,Mammoth Brewing Company,Altbier,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Mammoth Real McCoy Amber Ale', '4.50 %']","['Sockeye Angels Perch Amber', '4.50 %']",0.30530083179473877,0.6946991682052612,2
431,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Sockeye Angels Perch Amber,Mammoth Brewing Company,Amber Ale,4.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Mammoth Real McCoy Amber Ale', 'Altbier']","['Sockeye Angels Perch Amber', 'Amber Ale']",0.31829917430877686,0.6817008256912231,2
430,Real McCoy Amber Ale,Mammoth Brewing Company,American Amber / Red Ale,4.50 %,Sockeye Angels Perch Amber,Sockeye Brewing,Altbier,4.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Mammoth Real McCoy Amber Ale', 'Mammoth Brewing Company']","['Sockeye Angels Perch Amber', 'Sockeye Brewing']",0.31703096628189087,0.6829690337181091,2
