,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,da-lite,27544,2931.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,kingston,23056,8729.48,1
1,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,balt,27544,2931.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,23056,8729.48,1
2,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,elite screens,27544,2931.99,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,graphics cards,da-lite,fs605na,8729.48,0
3,da-lite da-plex standard rear projection screen - 60 x 80 video format,printers,da-lite,512p31310lr,2931.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,23056,8729.48,0
4,da-lite da-plex standard rear projection screen - 60 x 80 video format,printers,da-lite,27544,2931.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,motion systems,23056,8729.48,0
5,da-lite da-plex standard rear projection screen - 60 x 80 video format,printers,balt,512p31310lr,2931.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,oki,23056,8729.48,0
6,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs,usb drives,da-lite,e450h11a,2931.99,arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b,projection screens,da-lite,23056,8729.48,0
7,da-lite da-plex standard rear projection screen - 60 x 80 video format,printers,da-lite,27544,2931.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,23056,8729.48,0
8,da-lite da-plex standard rear projection screen - 60 x 80 video format,digital cameras,da-lite,27544,2931.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply,projection screens,griffin technology,icon4-blk,180.95,1
9,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,d1680,0.0,new-analog rca volume leveler - dct6s,cases,da-lite,23056,8729.48,0
