,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,abruzzi,'55 e. 54th st. ',` new york ',212/759 -5941,` dive american ',50.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
1,oceana,' 3226 mission st. ',` new york ',212/759 -5941,` dive american ',50.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
2,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50.0,` jo jo ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,534.0,1
3,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,83.0,1
4,oceana,' 405 e. 52nd st. ',` new york ',212/759 -5941,seafood,50.0,` yujean kang \ 's ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
5,oceana,'55 e. 54th st. ',` new york ',404/876 -4408,seafood,50.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,557.0,1
6,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,californian,50.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
7,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,406.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,667.0,1
8,` jo jo ','55 e. 54th st. ',` new york ',212/759 -5941,seafood,50.0,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60.0,1
9,oceana,'55 e. 54th st. ',` san francisco ',212/759 -5941,seafood,50.0,` shun lee palace ',' 3570 las vegas blvd. s. ',` new york city ',212-371-8844,chinese,60.0,1
