,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,adobe indesign cs3 upgrade from pagemaker,adobe,79.99,adobe after effects professional 7.0 software effects software,nan,998.95,1
1,sims 2 glamour life stuff pack,adobe,449.99,mcafee internet security suite 2007 3-user ( pc ),nan,998.95,1
2,adobe acrobat 7.0 professional,adobe,129.99,apple apple mac os x server 10 4 7 10 client,nan,998.95,1
3,adobe acrobat 7.0 professional,adobe,449.99,adobe after effects professional 7.0 software effects software,apple software,49.99,1
4,adobe acrobat 7.0 professional,adobe,449.99,adobe after effects professional 7.0 software effects software,global-software-publishing,385.99,1
5,adobe acrobat 7.0 professional,topics entertainment,449.99,adobe after effects professional 7.0 software effects software,nan,998.95,1
6,acrobat professional 8 ( windows ),topics entertainment,449.99,adobe after effects professional 7.0 software effects software,nan,998.95,1
7,adobe acrobat 7.0 professional,adobe,5099.0,adobe after effects professional 7.0 software effects software,sibelius-software-ltd .,998.95,1
8,adobe acrobat 7.0 professional,adobe,499.99,adobe after effects professional 7.0 software effects software,sibelius-software-ltd .,998.95,1
9,adobe acrobat 7.0 professional,adobe,449.99,adobe after effects professional 7.0 software effects software,sibelius-software-ltd .,23.44,1
