,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,adobe after effects professional 7.0,adobe,449.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title',)",['adobe acrobat 7.0 professional'],['adobe after effects professional 7.0'],0.3332591,0.6667409,2
1,adobe after effects professional 7.0,adobe,449.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_manufacturer')","['adobe acrobat 7.0 professional', 'adobe']","['adobe after effects professional 7.0', 'adobe']",0.3332591,0.6667409,2
2,adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_price')","['adobe acrobat 7.0 professional', 449.99]","['adobe after effects professional 7.0', 999.0]",0.3332591,0.6667409,2
4,adobe after effects 7.0 professional ( mac ),adobe,449.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title',)",['adobe acrobat 7.0 professional'],['adobe after effects 7.0 professional ( mac )'],0.12145418,0.87854576,2
5,adobe after effects 7.0 professional ( mac ),adobe,449.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_manufacturer')","['adobe acrobat 7.0 professional', 'adobe']","['adobe after effects 7.0 professional ( mac )', 'adobe']",0.12145418,0.87854576,2
6,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_price')","['adobe acrobat 7.0 professional', 449.99]","['adobe after effects 7.0 professional ( mac )', 999.0]",0.12145418,0.87854576,2
8,adobe after effects professional 6.5 upgrade from standard to professional,adobe,449.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title',)",['adobe acrobat 7.0 professional'],['adobe after effects professional 6.5 upgrade from standard to professional'],0.03817409,0.9618259,2
9,adobe after effects professional 6.5 upgrade from standard to professional,adobe,449.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_manufacturer')","['adobe acrobat 7.0 professional', 'adobe']","['adobe after effects professional 6.5 upgrade from standard to professional', 'adobe']",0.03817409,0.9618259,2
10,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_price')","['adobe acrobat 7.0 professional', 449.99]","['adobe after effects professional 6.5 upgrade from standard to professional', 499.99]",0.03817409,0.9618259,2
3,adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe acrobat 7.0 professional', 'adobe', 449.99]","['adobe after effects professional 7.0', 'adobe', 999.0]",0.3332591,0.6667409,3
7,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe acrobat 7.0 professional', 'adobe', 449.99]","['adobe after effects 7.0 professional ( mac )', 'adobe', 999.0]",0.12145418,0.87854576,3
11,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 7.0 software effects software,,998.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe acrobat 7.0 professional', 'adobe', 449.99]","['adobe after effects professional 6.5 upgrade from standard to professional', 'adobe', 499.99]",0.03817409,0.9618259,3
