,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Listen,Wiz Khalifa,nan,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,nan,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",4:12,nan,Howard Shore,nan,"Electronica , Dance & Electronic , Dubstep",nan,"November 24 , 2014",X2CU Jason Derulo Pop 2011 Because Music,3:55,1
1,Everything Is 4,David Guetta,nan,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,nan,"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",4:29,nan,David Guetta,nan,Country,nan,nan,Outversion Mark Ronson $ 0.99 ( c ) 2011 J'adore Records 1:50,4:32,0
2,Listen,David Guetta,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,nan,"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",3:54,nan,Taylor Swift,nan,nan,nan,"November 24 , 2014","Anything Goes Florida Georgia Line Country October 14 , 2014",5:22,0
3,Listen,Florida Georgia Line,nan,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,nan,"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",3:54,nan,Wiz Khalifa,nan,nan,nan,"November 24 , 2014",X2CU Jason Derulo Pop 2011 Because Music,5:36,1
4,Hotel Cabana,nan,nan,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.99,nan,Cameras 28-Mar-11,3:54,nan,David Guetta,nan,nan,nan,"November 24 , 2014","Anything Goes Florida Georgia Line Country October 14 , 2014",3:23,1
5,Listen,David Guetta,nan,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,nan,Cameras 28-Mar-11,3:54,Nothing But The Beat,David Guetta,nan,nan,nan,"November 24 , 2014",Rise ( feat . Skylar Grey ) Listen ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine,3:55,1
6,Listen,David Guetta,nan,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,nan,"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",3:54,nan,David Guetta,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,nan,nan,nan,X2CU Jason Derulo Pop 2011 Because Music,4:31,1
7,Listen,Wiz Khalifa,nan,"Dance , Music , Electronic , House , Rock , French Pop",nan,nan,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",4:12,nan,Howard Shore,nan,"Electronica , Dance & Electronic , Dubstep",nan,"November 24 , 2014",X2CU Jason Derulo Pop 2011 Because Music,3:55,1
8,Everything Is 4,David Guetta,nan,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,nan,Cameras 28-Mar-11,3:54,nan,David Guetta,nan,Pop,nan,"November 24 , 2014",Rise ( feat . Skylar Grey ) Listen ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine,3:27,0
9,Hotel Cabana,nan,nan,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.99,nan,Cameras 28-Mar-11,3:54,nan,David Guetta,nan,nan,nan,"November 24 , 2014",Rise ( feat . Skylar Grey ) Listen ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine,3:23,0
