,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Frankenmuth Christmas Town Ale,Frankenmuth Brewery,American Amber / Red Ale,4.00 %,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rock Opie Red Ale', 'Red Rock Brewing Company']","['Frankenmuth Christmas Town Ale', 'Frankenmuth Brewery']",1,0,0.41345084,0.58654916,2
115,,Red Rock Opie Red Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,17.00 %,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Red Rock Brewing Company', '4.00 %']","['Kuhnhenn Brewing Company', '17.00 %']",1,0,0.31514525,0.68485475,2
147,,Town Hall Festivus 2014,Red Rock Brewing Company,American Amber / Red Ale,6.10,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Rock Opie Red Ale', '4.00 %']","['Town Hall Festivus 2014', '6.10']",1,0,0.44779205,0.552208,2
116,,Red Rock Opie Red Ale,Red Rock Brewing Company,American Amber / Red Ale,4.00 %,Red Rock Opie,Red Rock Brewing Company,Irish Ale,6 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Council Rock Sleeping Lion Red Ale', 'Council Rock Brewery']","['Red Rock Opie', 'Red Rock Brewing Company']",1,0,0.4133049,0.5866951,2
72,,7 Barrios Amber,Red Rock Brewing Company,American Amber / Red Ale,5.10 %,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Rock Opie Red Ale', '4.00 %']","['7 Barrios Amber', '5.10 %']",1,0,0.22165687,0.77834314,2
71,,7 Barrios Amber,CervecerÃa Lesnez,American Amber / Red Ale,4.00 %,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rock Opie Red Ale', 'Red Rock Brewing Company']","['7 Barrios Amber', 'CervecerÃa Lesnez']",1,0,0.092594005,0.907406,2
70,,7 Barrios Amber,Red Rock Brewing Company,American Amber / Red Ale,4.00 %,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Beer_Name',)",['Red Rock Opie Red Ale'],['7 Barrios Amber'],1,0,0.35013625,0.6498638,2
117,,Red Rock Opie Red Ale,Red Rock Brewing Company,American Amber / Red Ale,4.00 %,Red Rock Opie,Council Rock Brewery,Irish Ale,4.00 %,"('rtable_Beer_Name', 'rtable_ABV')","['Council Rock Sleeping Lion Red Ale', '6 %']","['Red Rock Opie', '4.00 %']",1,0,0.49010703,0.509893,2
119,,Red Rock Opie Red Ale,Red Rock Brewing Company,American Amber / Red Ale,4.00 %,Red Rock Opie Red,Red Rock Brewing Company,Irish Ale,6 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Council Rock Sleeping Lion Red Ale', 'Council Rock Brewery']","['Red Rock Opie Red', 'Red Rock Brewing Company']",1,0,0.33278665,0.6672134,2
66,,Reset,Birrificio Rurale,American Amber / Red Ale,4.00 %,Council Rock Sleeping Lion Red Ale,Council Rock Brewery,Irish Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rock Opie Red Ale', 'Red Rock Brewing Company']","['Reset', 'Birrificio Rurale']",1,0,0.17712373,0.8228763,2
