,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.99,14-Oct-14,Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",3:38,0
1,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,nan,Listen ( feat . John Legend ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine 3:46,3:38,0
2,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20,nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,"March 20 , 2012","Anything Goes Florida Georgia Line Country October 14 , 2014",3:38,1
3,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,nan,Roll ( feat . Sean Kingston ) [ Clean ] Mail On Sunday [ Clean ] 2013 Warner Bros. . Records Inc.,3:38,0
4,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.99,14-Oct-14,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",3:38,0
5,Hotel Cabana,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20,nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",3:38,0
6,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,nan,nan,"Wonder [ feat . Emeli SandÌ © ] Hotel Cabana [ Explicit ] 3:27 May 6 , 2014",3:38,0
7,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 0.99,nan,Wonder [ feat . Emeli SandÌ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27,3:38,0
8,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,nan,Moving Day ( Interlude ) X Ambassadors VHS [ Explicit ] $ 1.29 0:19,3:38,1
9,nan,Florida Georgia Line,nan,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,14-Oct-14,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",nan,Anything Goes,nan,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",nan,$ 1.29,"June 1 , 2015",Listen ( feat . John Legend ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine 3:46,3:38,0
