,summary,type,latency,match,label,row,prediction
0,"rtable_addr/rtable_res_type    0.6
dtype: float64",certa,1.9023917560007249,0.0,0.0,6-230,[0.9015392  0.09846079]
1,"ltable_name/ltable_addr    0.7
dtype: float64",certa,2.4978518300013093,1.0,1.0,22-240,[0.2930624 0.7069376]
2,"ltable_name    0.1
dtype: float64",certa,2.054676137999195,0.0,0.0,501-214,[0.8112277  0.18877226]
3,"ltable_res_type    0.6
dtype: float64",certa,2.5348573030005355,0.0,1.0,38-256,[0.9988582 0.0011418]
4,"ltable_name/ltable_addr/ltable_city/ltable_class        0.5
ltable_name/ltable_city/ltable_res_type/ltable_class    0.5
dtype: float64",certa,1.9392141480002465,0.0,0.0,70-130,[0.9964198  0.00358018]
5,"ltable_name/ltable_res_type    1.0
dtype: float64",certa,2.5286113249985647,1.0,0.0,384-300,[0.40773362 0.5922664 ]
6,"ltable_name/ltable_addr/ltable_city/ltable_class    0.3
dtype: float64",certa,2.0703595859995403,0.0,0.0,76-26,[9.994690e-01 5.310357e-04]
7,"rtable_name/rtable_city/rtable_res_type    0.6
dtype: float64",certa,1.8328024090005783,0.0,0.0,147-23,[1.0000000e+00 1.0772846e-08]
8,"ltable_addr        0.8
ltable_city        0.8
ltable_phone       0.8
ltable_res_type    0.8
ltable_class       0.8
dtype: float64",certa,1.893548654001279,0.0,1.0,83-301,[0.7997116 0.2002884]
9,"ltable_res_type/ltable_class    0.2
dtype: float64",certa,1.9019608380003774,0.0,0.0,90-148,[0.6898964 0.3101035]
10,"ltable_name        0.0
rtable_class       0.0
rtable_res_type    0.0
rtable_phone       0.0
rtable_city        0.0
ltable_addr        0.0
rtable_addr        0.0
rtable_name        0.0
ltable_class       0.0
ltable_res_type    0.0
ltable_phone       0.0
ltable_city        0.0
dtype: float64",certa,2.122408171000643,0.0,0.0,197-251,[0.68946564 0.31053433]
11,"rtable_name        0.0
ltable_class       0.0
ltable_res_type    0.0
ltable_phone       0.0
ltable_city        0.0
rtable_addr        0.0
ltable_addr        0.0
ltable_name        0.0
rtable_class       0.0
rtable_res_type    0.0
rtable_phone       0.0
rtable_city        0.0
dtype: float64",certa,1.7945173869993596,0.0,0.0,119-82,[0.98304236 0.0169576 ]
12,"rtable_name/rtable_addr/rtable_res_type/rtable_class    0.1
dtype: float64",certa,1.943654658000014,0.0,0.0,68-288,[9.9998903e-01 1.0956487e-05]
13,"ltable_name/ltable_res_type/ltable_class    0.6
dtype: float64",certa,1.975206306000473,0.0,0.0,143-0,[1.000000e+00 8.360157e-09]
14,"ltable_name/ltable_addr/ltable_city/ltable_res_type    0.5
dtype: float64",certa,1.929933979999987,0.0,0.0,437-130,[0.7472975 0.2527025]
15,"ltable_name/ltable_addr    0.4
dtype: float64",certa,2.1599699839989626,0.0,0.0,292-89,[0.965      0.03499994]
16,"ltable_name/ltable_addr    0.6
dtype: float64",certa,2.1702998250002565,0.0,0.0,42-275,[0.99861646 0.00138355]
17,"rtable_name/rtable_res_type/rtable_class    0.1
dtype: float64",certa,1.9903304540002864,0.0,0.0,431-288,[9.998710e-01 1.290097e-04]
18,"ltable_name/ltable_addr/ltable_res_type/ltable_class     0.2
ltable_name/ltable_phone/ltable_res_type/ltable_class    0.2
ltable_name/ltable_addr/ltable_phone/ltable_res_type     0.2
dtype: float64",certa,1.962501310999869,0.0,0.0,131-233,[9.9934894e-01 6.5100880e-04]
19,"rtable_addr/rtable_res_type    0.2
dtype: float64",certa,1.8484523329989315,0.0,0.0,405-172,[0.9430036  0.05699641]
20,"ltable_name    0.1
dtype: float64",certa,1.97321328200087,0.0,0.0,92-308,[9.9999988e-01 1.1738757e-07]
21,"ltable_name        0.8
ltable_addr        0.8
ltable_phone       0.8
ltable_res_type    0.8
ltable_class       0.8
ltable_city        0.8
dtype: float64",certa,2.5251504320003733,1.0,0.0,448-125,[0.2239446 0.7760554]
22,"ltable_name/ltable_res_type    0.8
ltable_name/ltable_addr        0.8
dtype: float64",certa,2.500081856998804,1.0,1.0,84-302,[0.03137934 0.9686206 ]
23,"ltable_name        0.5
rtable_class       0.5
rtable_phone       0.5
rtable_city        0.5
rtable_addr        0.5
rtable_name        0.5
ltable_phone       0.5
ltable_res_type    0.5
dtype: float64",certa,2.4750243420003244,1.0,0.0,50-242,[0.35117844 0.6488216 ]
24,"ltable_city        0.909091
ltable_phone       0.909091
ltable_res_type    0.909091
ltable_class       0.909091
dtype: float64",certa,2.0409025389999442,0.0,1.0,74-292,[0.91451997 0.08548001]
25,"rtable_name/rtable_addr/rtable_class    0.4
dtype: float64",certa,1.8323443640001642,0.0,0.0,443-126,[0.9782339  0.02176612]
26,"rtable_name/rtable_addr/rtable_res_type/rtable_class    0.3
dtype: float64",certa,2.106000337000296,0.0,0.0,50-278,[9.9999952e-01 4.5132515e-07]
27,"ltable_name        0.0
ltable_addr        0.0
ltable_city        0.0
ltable_phone       0.0
ltable_res_type    0.0
ltable_class       0.0
dtype: float64",certa,1.9942739409998467,0.0,0.0,72-288,[9.9999976e-01 2.5997957e-07]
28,"ltable_res_type/ltable_class                        0.3
ltable_name/ltable_addr/ltable_city/ltable_class    0.3
dtype: float64",certa,1.953510383998946,0.0,0.0,429-285,[0.7590283  0.24097162]
29,"ltable_name/ltable_res_type/ltable_class    0.3
ltable_name/ltable_addr/ltable_res_type     0.3
dtype: float64",certa,2.045609544000399,0.0,0.0,431-128,[0.81566775 0.1843322 ]
30,"rtable_name    0.4
dtype: float64",certa,1.8762812269997085,0.0,0.0,433-123,[0.58411294 0.41588703]
31,"ltable_name        0.6
ltable_addr        0.6
ltable_phone       0.6
ltable_res_type    0.6
ltable_class       0.6
ltable_city        0.6
dtype: float64",certa,2.497609283998827,1.0,0.0,442-289,[0.13065101 0.86934894]
32,"rtable_name/rtable_res_type/rtable_class    0.5
dtype: float64",certa,1.8453754660004051,0.0,0.0,410-295,[9.999887e-01 1.131854e-05]
33,"ltable_res_type    0.7
dtype: float64",certa,1.889340452000397,0.0,0.0,437-136,[0.8541468  0.14585325]
34,"ltable_name/ltable_addr/ltable_city/ltable_res_type/ltable_class    0.6
dtype: float64",certa,2.3384188410000206,0.0,0.0,165-223,[0.9976419  0.00235816]
35,"ltable_name/ltable_addr    0.7
dtype: float64",certa,2.4872117189988785,1.0,1.0,37-255,[0.1811925  0.81880754]
36,"rtable_name    0.1
dtype: float64",certa,1.8959011900005862,0.0,0.0,148-238,[0.700052   0.29994798]
37,"ltable_name    0.7
dtype: float64",certa,2.2310152579993883,0.0,0.0,406-65,[9.999999e-01 1.761210e-07]
38,"ltable_name/ltable_res_type    0.7
ltable_name/ltable_addr        0.7
ltable_name/ltable_city        0.7
ltable_addr/ltable_res_type    0.7
dtype: float64",certa,2.4730169600006775,1.0,0.0,82-141,[0.00437271 0.9956273 ]
39,"ltable_name/ltable_city/ltable_res_type    0.3
dtype: float64",certa,1.9942694950004807,0.0,0.0,146-225,[0.9936475  0.00635241]
40,"ltable_name        0.0
rtable_class       0.0
rtable_res_type    0.0
rtable_phone       0.0
rtable_city        0.0
ltable_addr        0.0
rtable_addr        0.0
rtable_name        0.0
ltable_class       0.0
ltable_res_type    0.0
ltable_phone       0.0
ltable_city        0.0
dtype: float64",certa,1.8852094900012162,0.0,0.0,494-193,[0.9942093  0.00579066]
41,"ltable_name/ltable_addr    0.3
dtype: float64",certa,2.5816591109996807,0.0,0.0,429-131,[0.95983887 0.04016113]
42,"rtable_name/rtable_city/rtable_res_type    0.7
dtype: float64",certa,1.8106766950004385,0.0,0.0,147-33,[0.99152863 0.00847132]
43,"rtable_res_type    1.0
dtype: float64",certa,1.8644779349997407,0.0,0.0,121-52,[0.9225652  0.07743473]
44,"ltable_name        0.6
ltable_addr        0.6
ltable_phone       0.6
ltable_res_type    0.6
ltable_class       0.6
ltable_city        0.6
dtype: float64",certa,2.450524096000663,1.0,0.0,170-224,[0.25637984 0.74362016]
45,"ltable_name/ltable_res_type/ltable_class            0.4
ltable_name/ltable_addr/ltable_city/ltable_class    0.4
dtype: float64",certa,1.9696505080009956,0.0,0.0,70-285,[9.9999559e-01 4.3582554e-06]
46,"ltable_name/ltable_city/ltable_res_type    0.4
dtype: float64",certa,1.97158971799945,0.0,0.0,427-133,[0.94900167 0.05099838]
47,"ltable_name        0.0
rtable_class       0.0
rtable_res_type    0.0
rtable_phone       0.0
rtable_city        0.0
ltable_addr        0.0
rtable_addr        0.0
rtable_name        0.0
ltable_class       0.0
ltable_res_type    0.0
ltable_phone       0.0
ltable_city        0.0
dtype: float64",certa,2.1075215469991235,0.0,0.0,326-278,[9.9998116e-01 1.8868383e-05]
48,"ltable_name        0.0
ltable_addr        0.0
ltable_city        0.0
ltable_phone       0.0
ltable_res_type    0.0
ltable_class       0.0
dtype: float64",certa,1.894801701000688,0.0,0.0,72-132,[9.9996281e-01 3.7132344e-05]
49,"rtable_name/rtable_addr/rtable_class    0.5
dtype: float64",certa,2.189529565999692,0.0,0.0,451-126,[9.9930561e-01 6.9440604e-04]
