,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sony bravia home theater system davhdx275,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name',)","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100""]",['sony bravia home theater system davhdx275'],0.23349583,0.76650417,2
1,sony bravia home theater system davhdx275,sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish,,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_description')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", ""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish""]","['sony bravia home theater system davhdx275', 'sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish']",0.30217245,0.6978276,2
2,sony bravia home theater system davhdx275,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_price')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", nan]","['sony bravia home theater system davhdx275', nan]",0.23349583,0.76650417,2
4,omnimount moda collection series dark espresso tv stand echo50,omnimount moda collection series dark espresso tv stand echo50 accommodates up to 50 ' flat panels and dlps components shelf cable management system rubberized feet dark espresso finish,,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_description')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", ""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish""]","['omnimount moda collection series dark espresso tv stand echo50', ""omnimount moda collection series dark espresso tv stand echo50 accommodates up to 50 ' flat panels and dlps components shelf cable management system rubberized feet dark espresso finish""]",0.316725,0.683275,2
6,sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s,sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s 720p resolution ( 1440x900 ) up to 1080/60p input capable via hdmi mpeg noise reduction 3d comb filter atsc/ntsc tuner with qam vesa hole spacing compatible cinemotion reverse 3:2 pulldown technology silver finish,,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_description')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", ""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish""]","[""sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s"", ""sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s 720p resolution ( 1440x900 ) up to 1080/60p input capable via hdmi mpeg noise reduction 3d comb filter atsc/ntsc tuner with qam vesa hole spacing compatible cinemotion reverse 3:2 pulldown technology silver finish""]",0.47954738,0.5204527,2
8,sony bravia wireless home theater system in black davhdx576wf,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name',)","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100""]",['sony bravia wireless home theater system in black davhdx576wf'],0.20490976,0.79509026,2
9,sony bravia wireless home theater system in black davhdx576wf,sony bravia wireless home theater system in black davhdx576wf 5.1 channel surround sound s-air technology bravia sync digital media port hdmi output with 720p/1080p upscaling of dvd media digital cinema auto calibration portable audio enhancer multi speaker formation music/movie mode black finish,,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_description')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", ""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish""]","['sony bravia wireless home theater system in black davhdx576wf', 'sony bravia wireless home theater system in black davhdx576wf 5.1 channel surround sound s-air technology bravia sync digital media port hdmi output with 720p/1080p upscaling of dvd media digital cinema auto calibration portable audio enhancer multi speaker formation music/movie mode black finish']",0.24129213,0.7587079,2
10,sony bravia wireless home theater system in black davhdx576wf,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_price')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", nan]","['sony bravia wireless home theater system in black davhdx576wf', nan]",0.20490976,0.79509026,2
12,sony psp 2000 playstation portable gaming system core 98510 in piano black 711719851004,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name',)","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100""]",['sony psp 2000 playstation portable gaming system core 98510 in piano black 711719851004'],0.24629767,0.7537024,2
13,sony psp 2000 playstation portable gaming system core 98510 in piano black 711719851004,"sony psp 2000 playstation portable gaming system core 98510 in piano black 711719851004 play games , watch movies on umd discs , and listen to music all in one device 4.3 ' lcd screen ( 16:9 ) 480 x 272 pixel wi-fi ( ieee 802.11 b ) for wireless networking with other psp owners memory stick pro duo 333mhz system clock frequency piano black finish",,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,"('ltable_name', 'ltable_description')","[""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100"", ""sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish""]","['sony psp 2000 playstation portable gaming system core 98510 in piano black 711719851004', ""sony psp 2000 playstation portable gaming system core 98510 in piano black 711719851004 play games , watch movies on umd discs , and listen to music all in one device 4.3 ' lcd screen ( 16:9 ) 480 x 272 pixel wi-fi ( ieee 802.11 b ) for wireless networking with other psp owners memory stick pro duo 333mhz system clock frequency piano black finish""]",0.31799072,0.6820092,2
