,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('rtable_category',)",['computers accessories'],['computers accessories'],0.1650415,0.83495843,2
124,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 29.99]","[nan, nan]",0.0016420683,0.99835795,2
123,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,32070,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', nan]","[nan, '32070']",0.0023778838,0.9976221,2
122,los angeles lakers ipod touch 4g hard case fva4614,,sakar,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","[nan, 'sakar']",0.003309971,0.99669003,2
121,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_price',)",[29.99],[nan],0.027690094,0.97230995,2
120,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,sakar,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand',)",['tribeca'],['sakar'],0.10976195,0.89023805,2
119,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category',)",['electronics - general'],[nan],0.0014434989,0.99855655,2
113,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,40320,2285.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno', 'ltable_price')","[nan, 29.99]","['40320', 2285.99]",0.18989027,0.8101097,2
112,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,,2285.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 29.99]","[nan, 2285.99]",0.12382446,0.8761755,2
111,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,40320,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', nan]","[nan, '40320']",0.29753458,0.7024655,2
110,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,2285.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 29.99]","['electronics - general', 2285.99]",0.030753622,0.9692463,2
109,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","['electronics - general', nan]",0.23818985,0.7618102,2
108,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,2285.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_price',)",[29.99],[2285.99],0.030753555,0.96924645,2
107,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand',)",['tribeca'],[nan],0.23818985,0.7618102,2
106,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category',)",['electronics - general'],['electronics - general'],0.1650415,0.83495843,2
125,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,sakar,32070,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', nan]","['sakar', '32070']",0.1975498,0.8024502,2
99,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,verbatim,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 29.99]","['verbatim', nan]",0.07003143,0.9299686,2
97,los angeles lakers ipod touch 4g hard case fva4614,hard drives,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 29.99]","['hard drives', nan]",0.005093476,0.9949065,2
96,los angeles lakers ipod touch 4g hard case fva4614,hard drives,tribeca,97060,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', nan]","['hard drives', '97060']",0.005477056,0.9945229,2
95,los angeles lakers ipod touch 4g hard case fva4614,hard drives,verbatim,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","['hard drives', 'verbatim']",0.01014478,0.9898552,2
94,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_price',)",[29.99],[nan],0.027690142,0.9723098,2
93,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,verbatim,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand',)",['tribeca'],['verbatim'],0.17497742,0.8250225,2
92,los angeles lakers ipod touch 4g hard case fva4614,hard drives,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category',)",['electronics - general'],['hard drives'],0.0030392637,0.9969607,2
86,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno', 'ltable_price')","[nan, 29.99]","[nan, nan]",0.027690142,0.9723098,2
85,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 29.99]","[nan, nan]",0.2012168,0.7987832,2
84,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', nan]","[nan, nan]",0.23818985,0.7618102,2
83,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 29.99]","[nan, nan]",0.0016420683,0.99835795,2
82,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', nan]","[nan, nan]",0.0014434989,0.99855655,2
81,los angeles lakers ipod touch 4g hard case fva4614,,,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","[nan, nan]",0.04838863,0.95161134,2
80,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_price',)",[29.99],[nan],0.027690142,0.9723098,2
79,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno',)",[nan],[nan],0.1650415,0.83495843,2
98,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,verbatim,97060,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', nan]","['verbatim', '97060']",0.4831368,0.51686317,2
126,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,sakar,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 29.99]","['sakar', nan]",0.06320172,0.9367983,2
127,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,32070,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno', 'ltable_price')","[nan, 29.99]","['32070', nan]",0.030753622,0.9692463,2
136,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category',)",['electronics - general'],[nan],0.0014434989,0.99855655,2
195,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno', 'ltable_price')","[nan, 29.99]","[nan, nan]",0.027690142,0.9723098,2
194,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,da-lite,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 29.99]","['da-lite', nan]",0.12382446,0.8761755,2
193,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,da-lite,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', nan]","['da-lite', nan]",0.29753458,0.7024655,2
192,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 29.99]","[nan, nan]",0.0016420683,0.99835795,2
191,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', nan]","[nan, nan]",0.0014434989,0.99855655,2
190,los angeles lakers ipod touch 4g hard case fva4614,,da-lite,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","[nan, 'da-lite']",0.0057247505,0.9942753,2
189,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_price',)",[29.99],[nan],0.027690142,0.9723098,2
188,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno',)",[nan],[nan],0.1650415,0.83495843,2
187,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,da-lite,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand',)",['tribeca'],['da-lite'],0.29753458,0.7024655,2
186,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category',)",['electronics - general'],[nan],0.0014434989,0.99855655,2
170,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,tribeca,31730940101,9.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_modelno', 'ltable_price')","[nan, 29.99]","['31730940101', 9.99]",0.07496114,0.92503893,2
169,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,,9.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_price')","['tribeca', 29.99]","[nan, 9.99]",0.17157786,0.8284222,2
168,los angeles lakers ipod touch 4g hard case fva4614,electronics - general,,31730940101,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_brand', 'ltable_modelno')","['tribeca', nan]","[nan, '31730940101']",0.29753458,0.7024655,2
167,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,,9.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_price')","['electronics - general', 29.99]","[nan, 9.99]",0.0016499842,0.99835,2
166,los angeles lakers ipod touch 4g hard case fva4614,,tribeca,31730940101,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_modelno')","['electronics - general', nan]","[nan, '31730940101']",0.0023778838,0.9976221,2
165,los angeles lakers ipod touch 4g hard case fva4614,,,,29.99,san francisco 49ers ipod touch 4g hard case tribeca,computers accessories,,,29.99,"('ltable_category', 'ltable_brand')","['electronics - general', 'tribeca']","[nan, nan]",0.04838863,0.95161134,2
