,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,kodak esp 3250 all-in-one printer value bundle,printers,nan,nan,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kingston,1252972,nan,1
1,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs tv accessories orbital resl422b-e 0.0,printers,accell,nan,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,nan,1
2,kodak esp 3250 all-in-one printer value bundle,printers,nan,nan,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,da-lite,1252972,nan,1
3,kodak esp 3250 all-in-one printer value bundle,printers,nan,nan,58.0,kodak esp 7 all-in-one printer 149.29,bags cases,kodak,gbu421w6,nan,1
4,kodak esp 3250 all-in-one printer value bundle,printers,nan,nan,479.98,kodak esp 7 all-in-one printer 149.29,all-in-one printers,oki,1252972,nan,1
5,belkin 10.2 netbook neoprene sleeve - black belkin,printers,nan,d1680,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,nan,1
6,kodak esp 3250 all-in-one printer value bundle,printers,nan,nan,58.0,kodak esp 7 all-in-one printer 149.29,cordless telephones,kodak,p-sdhc4g2-ef / purple,nan,1
7,kodak esp 3250 all-in-one printer value bundle,printers,nan,nan,58.0,kodak esp 7 all-in-one printer 149.29,memory,kodak,gbu421w6,nan,1
8,kodak esp 3250 all-in-one printer value bundle,printers,uniden,k087b-005b,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,kodak,1252972,nan,1
9,kodak esp 3250 all-in-one printer value bundle,printers,nan,99712,58.0,kodak esp 7 all-in-one printer 149.29,all-in-one printers,iogear,1252972,nan,1
