,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
55,disima : a distributed and interoperable image database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,2000,disima : a distributed and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,2000,"('ltable_title', 'ltable_year')","['deeds towards a distributed and active real-time database system', 1996]","['disima : a distributed and interoperable image database system', 2000]",0.2658933401107788,0.7341066598892212,2
0,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,hansson,international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'hansson', 1996]",0.09054464101791382,0.9094553589820862,3
65,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",acm sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'acm sigmod record', 1996]",0.13209599256515503,0.867904007434845,3
64,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 's. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring', 1996]",0.039979398250579834,0.9600206017494202,3
125,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
62,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
61,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.046126604080200195,0.9538733959197998,3
59,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.22520989179611206,0.7747901082038879,3
103,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.045451223850250244,0.9545487761497498,3
57,disima : a distributed and interoperable image database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod conference,2000,disima : a distributed and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,2000,"('ltable_title', 'ltable_venue', 'ltable_year')","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]","['disima : a distributed and interoperable image database system', 'sigmod conference', 2000]",0.059489905834198,0.940510094165802,3
56,disima : a distributed and interoperable image database system,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu",sigmod record,2000,disima : a distributed and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,2000,"('ltable_title', 'ltable_authors', 'ltable_year')","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]","['disima : a distributed and interoperable image database system', 'vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu', 2000]",0.04306161403656006,0.9569383859634399,3
104,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
53,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
52,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring', 1996]",0.043822646141052246,0.9561773538589478,3
50,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
49,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,joakim,international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim', 1996]",0.2510491609573364,0.7489508390426636,3
47,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.098652184009552,0.901347815990448,3
91,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.04556083679199219,0.9544391632080078,3
45,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
101,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
44,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,", bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', ', bengt eftring , jörgen hansson', 1996]",0.049928247928619385,0.9500717520713806,3
67,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring ,",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring ,', 1996]",0.04236823320388794,0.9576317667961121,3
100,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael', 1996]",0.0445365309715271,0.9554634690284729,3
89,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
88,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen', 1996]",0.0441126823425293,0.9558873176574707,3
94,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt', 1996]",0.043825507164001465,0.9561744928359985,3
86,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
85,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'joakim eriksson , jonas mellin , sten andler', 1996]",0.04446667432785034,0.9555333256721497,3
95,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
83,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
82,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'bengt eftring , jörgen hansson', 1996]",0.05110818147659302,0.948891818523407,3
68,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
80,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
97,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 'andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.046522438526153564,0.9534775614738464,3
77,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",acm sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'acm sigmod record', 1996]",0.13209611177444458,0.8679038882255554,3
76,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', 's. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring', 1996]",0.039979398250579834,0.9600206017494202,3
98,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960232257843018,0.8803976774215698,3
74,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",sigmod record,1996,"('rtable_title', 'rtable_venue', 'rtable_year')","['disima : a distributed and interoperable image database system', 'international conference on management of data', 2000]","['deeds towards a distributed and active real-time database system', 'sigmod record', 1996]",0.11960220336914062,0.8803977966308594,3
73,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,deeds towards a distributed and active real-time database system,", jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",international conference on management of data,1996,"('rtable_title', 'rtable_authors', 'rtable_year')","['disima : a distributed and interoperable image database system', 'vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao', 2000]","['deeds towards a distributed and active real-time database system', ', jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson', 1996]",0.04507029056549072,0.9549297094345093,3
