,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,digital elph camera swing silver 2508b001,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name',)",['sony silver cyber-shot digital camera dscw150'],['digital elph camera swing silver 2508b001'],1,0,0.12891749,0.8710825,2
21,,linksys etherfast ezxs88w ethernet,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name', 'ltable_description')","['sony silver cyber-shot digital camera dscw150', ""sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish""]","['linksys etherfast ezxs88w ethernet', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",1,0,0.49360678,0.5063932,2
22,,linksys etherfast ezxs88w ethernet,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name', 'ltable_price')","['sony silver cyber-shot digital camera dscw150', nan]","['linksys etherfast ezxs88w ethernet', nan]",1,0,0.389042,0.61095804,2
23,,linksys etherfast ezxs88w ethernet switch ezxs88w,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name',)",['sony silver cyber-shot digital camera dscw150'],['linksys etherfast ezxs88w ethernet switch ezxs88w'],1,0,0.33804396,0.66195595,2
24,,linksys etherfast ezxs88w ethernet switch ezxs88w,linksys etherfast 8-port,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name', 'ltable_description')","['sony silver cyber-shot digital camera dscw150', ""sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish""]","['linksys etherfast ezxs88w ethernet switch ezxs88w', 'linksys etherfast 8-port']",1,0,0.08162414,0.9183759,2
25,,linksys etherfast ezxs88w ethernet switch ezxs88w,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name', 'ltable_price')","['sony silver cyber-shot digital camera dscw150', nan]","['linksys etherfast ezxs88w ethernet switch ezxs88w', nan]",1,0,0.3203137,0.67968637,2
27,,linksys,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name',)",['sony silver cyber-shot digital camera dscw150'],['linksys'],1,0,0.41723177,0.5827682,2
28,,ethernet switch ezxs88w,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name',)",['sony silver cyber-shot digital camera dscw150'],['ethernet switch ezxs88w'],1,0,0.47639728,0.5236027,2
29,,ethernet switch ezxs88w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name', 'ltable_description')","['sony silver cyber-shot digital camera dscw150', ""sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish""]","['ethernet switch ezxs88w', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",1,0,0.33892515,0.6610749,2
30,,ethernet switch ezxs88w,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('ltable_name', 'ltable_price')","['sony silver cyber-shot digital camera dscw150', nan]","['ethernet switch ezxs88w', nan]",1,0,0.07516576,0.9248342,2
