,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,belkin,p-sdhc4g4-ef,8.98,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple,blank media,arrowmounts,a362-12cp,12.71,0
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,pny,85303,8.98,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,blank media,pny,35106,12.71,0
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,pny,p-sdhc4g4-ef,24.94,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple,bags cases,pny,301908,nan,1
3,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,usb drives,evga,p-sdhc4g4-ef,8.98,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black,blank media,netgear,p-sdhc4g2-ef / purple,180.95,0
4,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,pny,p-sdhc4g4-ef,8.98,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,blank media,pny,01g-p3-1452-tr,12.71,1
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,pny,p-sdhc4g4-ef,8.98,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,blank media,pny,p-sdhc4g2-ef / purple,12.71,1
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,netgear,p-sdhc4g4-ef,8.98,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple,graphics cards,apc,p-sdhc4g2-ef / purple,12.71,0
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,pny,p-sdhc4g4-ef,8.98,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,blank media,pny,35106,12.71,0
8,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,pny,85303,8.98,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,blank media,pny,35106,12.71,0
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,sony,p-sdhc4g4-ef,8.98,pny 4gb class 4 navy sd card,cases,pny,tricool 120mm,12.71,0
