,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` harry \ 's bar & american grill ',' 2020 ave. of the stars ',` los angeles ',310/659 -6919,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_addr')","[""` le dome '"", ""' 8720 sunset blvd. '""]","[""` harry \\ 's bar & american grill '"", ""' 2020 ave. of the stars '""]",0.35214463,0.6478554,2
20,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,534,"('rtable_name', 'rtable_class')","[""` spago ( los angeles ) '"", 20]","[""` apple pan the '"", 534]",0.16804676,0.8319533,2
19,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` w. hollywood ',310-475-3585,californian,20,"('rtable_name', 'rtable_phone')","[""` spago ( los angeles ) '"", '310-652-4025']","[""` apple pan the '"", '310-475-3585']",0.42278966,0.5772103,2
17,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 10801 w. pico blvd. ',` w. hollywood ',310-652-4025,californian,20,"('rtable_name', 'rtable_addr')","[""` spago ( los angeles ) '"", ""' 8795 sunset blvd. '""]","[""` apple pan the '"", ""' 10801 w. pico blvd. '""]",0.48739776,0.5126022,2
16,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('rtable_name',)","[""` spago ( los angeles ) '""]","[""` apple pan the '""]",0.4227894,0.5772106,2
18,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` west la ',310-652-4025,californian,20,"('rtable_name', 'rtable_city')","[""` spago ( los angeles ) '"", ""` w. hollywood '""]","[""` apple pan the '"", ""` west la '""]",0.49099225,0.50900775,2
21,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 10801 w. pico blvd. ',` w. hollywood ',310-475-3585,californian,20,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` spago ( los angeles ) '"", ""' 8795 sunset blvd. '"", '310-652-4025']","[""` apple pan the '"", ""' 10801 w. pico blvd. '"", '310-475-3585']",0.48739776,0.5126022,3
26,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,american,534,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` spago ( los angeles ) '"", 'californian', 20]","[""` apple pan the '"", 'american', 534]",0.2765698,0.72343016,3
25,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` w. hollywood ',310-475-3585,californian,534,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` spago ( los angeles ) '"", '310-652-4025', 20]","[""` apple pan the '"", '310-475-3585', 534]",0.16804676,0.8319533,3
24,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` west la ',310-652-4025,californian,534,"('rtable_name', 'rtable_city', 'rtable_class')","[""` spago ( los angeles ) '"", ""` w. hollywood '"", 20]","[""` apple pan the '"", ""` west la '"", 534]",0.111364596,0.8886354,3
4,` harry \ 's bar & american grill ',' 2020 ave. of the stars ',` los angeles ',310/659 -6919,french,138,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_addr', 'ltable_class')","[""` le dome '"", ""' 8720 sunset blvd. '"", 145]","[""` harry \\ 's bar & american grill '"", ""' 2020 ave. of the stars '"", 138]",0.26262113,0.7373789,3
3,` harry \ 's bar & american grill ',' 2020 ave. of the stars ',` los angeles ',310/659 -6919,italian,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_addr', 'ltable_res_type')","[""` le dome '"", ""' 8720 sunset blvd. '"", 'french']","[""` harry \\ 's bar & american grill '"", ""' 2020 ave. of the stars '"", 'italian']",0.29123476,0.70876527,3
23,` le dome ',' 8720 sunset blvd. ',` los angeles ',310/659 -6919,french,145,` apple pan the ',' 8795 sunset blvd. ',` west la ',310-475-3585,californian,20,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` spago ( los angeles ) '"", ""` w. hollywood '"", '310-652-4025']","[""` apple pan the '"", ""` west la '"", '310-475-3585']",0.4909913,0.5090087,3
2,` harry \ 's bar & american grill ',' 2020 ave. of the stars ',` los angeles ',310/277 -2333,french,145,` spago ( los angeles ) ',' 8795 sunset blvd. ',` w. hollywood ',310-652-4025,californian,20,"('ltable_name', 'ltable_addr', 'ltable_phone')","[""` le dome '"", ""' 8720 sunset blvd. '"", '310/659 -6919']","[""` harry \\ 's bar & american grill '"", ""' 2020 ave. of the stars '"", '310/277 -2333']",0.35214508,0.6478549,3
