,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.2662537693977356,0.7337462306022644,2
28,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.2395077347755432,0.7604922652244568,2
32,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.2657833695411682,0.7342166304588318,2
36,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.2395077347755432,0.7604922652244568,2
40,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.26524949073791504,0.734750509262085,2
44,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.24469202756881714,0.7553079724311829,2
48,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.2642365097999573,0.7357634902000427,2
52,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.25217878818511963,0.7478212118148804,2
56,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.26225918531417847,0.7377408146858215,2
60,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.25848710536956787,0.7415128946304321,2
92,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference on management of data,2000,"('rtable_title', 'rtable_year')","['query unnesting in object-oriented databases', 1998]","['lambda-db : an odmg-based object-oriented dbms', 2000]",0.265783429145813,0.734216570854187,2
