,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),global-software-publishing,413.99,ghost recon gold edition ( dvd-rom ),1
1,me-too-software,29.99,microsoft office excel 2007,global-software-publishing,1659.99,ghost recon gold edition ( dvd-rom ),1
2,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),global-software-publishing,29.99,ghost recon gold edition ( dvd-rom ),1
3,me-too-software,29.95,i transfer dvds 2 ipod edition ( win/mac ),global-software-publishing,20.95,microsoft money 2007 home and business ( pc ),1
4,sony-pictures-digital-entertainment,29.99,i transfer dvds 2 ipod edition ( win/mac ),sibelius-software-ltd .,79.99,ghost recon gold edition ( dvd-rom ),1
5,me-too-software,259.95,i transfer dvds 2 ipod edition ( win/mac ),riverdeep-learning-company,20.95,ghost recon gold edition ( dvd-rom ),1
6,me-too-software,79.95,i transfer dvds 2 ipod edition ( win/mac ),riverdeep-learning-company,20.95,musicalis universal guitar workshop,1
7,me-too-software,29.99,sony acid pro 6 professional music workstation,global-software-publishing,99.99,ghost recon gold edition ( dvd-rom ),1
8,me-too-software,29.99,instant immersion german audio,global-software-publishing,399.99,ghost recon gold edition ( dvd-rom ),1
9,me-too-software,79.99,i transfer dvds 2 ipod edition ( win/mac ),riverdeep-learning-company,998.95,ghost recon gold edition ( dvd-rom ),1
