,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,outcome
0,Bushfire American Red,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,Imperial IPA,7.10 %,1
1,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,4.60 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,1
2,Batch 200 _ `` Olympus Mons Imperial Red Ale,Tarraco Beer,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,5.20 %,1
3,Batch 200 _ `` Olympus Mons Imperial Red Ale,Rude Hippo Brewing Company,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Tighthead Brewing Company,American Strong Ale,7.10 %,1
4,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Sick N Twisted Pleasure Victim Amber Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,1
5,Batch 200 _ `` Olympus Mons Imperial Red Ale,RJ Rockers Brewing Company,American Amber / Red Ale,9.20 %,Iron Horse Fresh Hop Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,1
6,Batch 200 _ `` Olympus Mons Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,9.00 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,1
7,Jazz Beer Tarraco Amber,Due South Brewing Co. .,American Barleywine,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,1
8,Pike Old Bawdy Barley Wine,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,1
9,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Barleywine,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Sawdust City Brewing Company,American Strong Ale,7.10 %,1
