,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Shakparo ( Fire-Brewed African Style-Ale ),Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Batch 200 _ `` Olympus Mons Imperial Red Ale'],['Shakparo ( Fire-Brewed African Style-Ale )'],0.9978594,0.0021405884,2
97,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,10.40 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '7.10 %']","['American Strong Ale', '10.40 %']",0.8594886,0.1405114,2
96,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Double Barley Brewing,American Strong Ale,10.40 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Scuttlebutt Brewing Co. .', '7.10 %']","['Double Barley Brewing', '10.40 %']",0.8787289,0.12127113,2
95,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Double Barley Brewing,American Strong Ale,7.10 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Scuttlebutt Brewing Co. .', 'American Strong Ale']","['Double Barley Brewing', 'American Strong Ale']",0.8991413,0.10085869,2
94,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Double Barley Give _ Em Hell,Scuttlebutt Brewing Co. .,American Strong Ale,10.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Scuttlebutt Mateo Loco Imperial Red Ale', '7.10 %']","['Double Barley Give _ Em Hell', '10.40 %']",0.9547992,0.04520074,2
93,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Double Barley Give _ Em Hell,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Style')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'American Strong Ale']","['Double Barley Give _ Em Hell', 'American Strong Ale']",0.92434484,0.07565517,2
92,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Double Barley Give _ Em Hell,Double Barley Brewing,American Strong Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'Scuttlebutt Brewing Co. .']","['Double Barley Give _ Em Hell', 'Double Barley Brewing']",0.8202096,0.17979035,2
91,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,10.40 %,"('rtable_ABV',)",['7.10 %'],['10.40 %'],0.8594886,0.1405114,2
90,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('rtable_Style',)",['American Strong Ale'],['American Strong Ale'],0.85327476,0.1467253,2
89,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Double Barley Brewing,American Strong Ale,7.10 %,"('rtable_Brew_Factory_Name',)",['Scuttlebutt Brewing Co. .'],['Double Barley Brewing'],0.8991413,0.10085869,2
