,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,database research at arizona state university,"h tan , i korpeoglu",nan,1999.0,reminiscences on influential papers,"i solis , k obraczka","acm transactions on database systems ,",1976.0,1
1,database research at arizona state university,nan,vldb j.,1999.0,reminiscences on influential papers,e bertino,"acm transactions on database systems ,",1976.0,0
2,database research at arizona state university,nan,nan,1999.0,reminiscences on influential papers,e bertino,"proc . acm sigmod ,",1976.0,0
3,database research at arizona state university,nan,nan,1999.0,reminiscences on influential papers,"acms anthology , p edition","acm transactions on database systems ,",nan,0
4,database research at arizona state university,"l lakshmanan , f sadri , i subramanian",nan,2002.0,reminiscences on influential papers,e bertino,"acm transactions on database systems ,",1976.0,0
5,database research at arizona state university,nan,vldb j.,1997.0,reminiscences on influential papers,e bertino,"acm transactions on database systems ,",1976.0,1
6,database research at arizona state university,"w jonker , h schќtz",nan,1999.0,reminiscences on influential papers,e bertino,"proc . acm sigmod ,",1976.0,0
7,database research at arizona state university,nan,nan,1999.0,reminiscences on influential papers,"i solis , k obraczka","acm transactions on database systems ,",1976.0,1
8,reminiscences on influential papers,"s saltenis , c jensen , s leutenegger , m lopez",nan,1996.0,database research at hp labs,e bertino,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1976.0,1
9,database research at arizona state university,"w jonker , h schќtz",sigmod conference,1999.0,reminiscences on influential papers,e bertino,"proc . acm sigmod ,",1976.0,0
