,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Erzulie,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],['Erzulie'],0.3447497487068176,0.6552502512931824,2
430,Serpensblod,Ballast Point Brewing Company,American Amber / Red Ale,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Serpensblod', 'American Amber / Red Ale']",0.3685420751571655,0.6314579248428345,2
429,Serpensblod,HammerHeart Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Serpensblod', 'HammerHeart Brewing Company']",0.360298216342926,0.639701783657074,2
428,Serpensblod,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],['Serpensblod'],0.36681151390075684,0.6331884860992432,2
423,Snowbird,Ballast Point Brewing Company,American Barleywine,6.40 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Snowbird', '6.40 %']",0.35382080078125,0.64617919921875,2
422,Snowbird,Ballast Point Brewing Company,American Amber / Red Ale,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Snowbird', 'American Amber / Red Ale']",0.3637272119522095,0.6362727880477905,2
421,Snowbird,Two Henry 's Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Snowbird', ""Two Henry 's Brewing Company""]",0.3734899163246155,0.6265100836753845,2
420,Snowbird,Ballast Point Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name',)",['Three Sheets Barleywine ( Syrah Barrel Aged )'],['Snowbird'],0.36698246002197266,0.6330175399780273,2
415,Keystone V9,Ballast Point Brewing Company,American Barleywine,5.90 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_ABV')","['Three Sheets Barleywine ( Syrah Barrel Aged )', '9.00 %']","['Keystone V9', '5.90 %']",0.37403708696365356,0.6259629130363464,2
414,Keystone V9,Ballast Point Brewing Company,American Amber / Red Ale,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Style')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'American Barleywine']","['Keystone V9', 'American Amber / Red Ale']",0.384398877620697,0.615601122379303,2
413,Keystone V9,Coors Brewing Company,American Barleywine,9.00 %,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Three Sheets Barleywine ( Syrah Barrel Aged )', 'Ballast Point Brewing Company']","['Keystone V9', 'Coors Brewing Company']",0.38147181272506714,0.6185281872749329,2
