,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,ezxs88w,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['ezxs88w'],0.2652967572212219,0.7347032427787781,2
24,uniden tcx905 cordless handset,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['uniden tcx905 cordless handset'],0.09215694665908813,0.9078430533409119,2
25,uniden tcx905 cordless handset,uniden tcx-905 tru-digital expansion handset with caller id,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden tcx905 cordless handset', 'uniden tcx-905 tru-digital expansion handset with caller id']",0.08307933807373047,0.9169206619262695,2
26,uniden tcx905 cordless handset,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['uniden tcx905 cordless handset', nan]",0.09215694665908813,0.9078430533409119,2
53,linksys,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['linksys', nan]",0.4998447895050049,0.5001552104949951,2
28,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,panasonic kx-tga820b cordless handset,uniden tcx-905 tru-digital expansion handset with caller id,,"('rtable_name',)",['uniden tcx905 cordless handset tcx905'],['panasonic kx-tga820b cordless handset'],0.06010615825653076,0.9398938417434692,2
29,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,panasonic kx-tga820b cordless handset,black,,"('rtable_name', 'rtable_description')","['uniden tcx905 cordless handset tcx905', 'uniden tcx-905 tru-digital expansion handset with caller id']","['panasonic kx-tga820b cordless handset', 'black']",0.06021559238433838,0.9397844076156616,2
30,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,panasonic kx-tga820b cordless handset,uniden tcx-905 tru-digital expansion handset with caller id,39.76,"('rtable_name', 'rtable_price')","['uniden tcx905 cordless handset tcx905', nan]","['panasonic kx-tga820b cordless handset', 39.76]",0.06067061424255371,0.9393293857574463,2
46,uniden 5.8 ghz accessory handset and charger tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['uniden 5.8 ghz accessory handset and charger tcx905', nan]",0.1164015531539917,0.8835984468460083,2
32,cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['cordless handset tcx905'],0.06456393003463745,0.9354360699653625,2
33,cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['cordless handset tcx905', 'uniden tcx-905 tru-digital expansion handset with caller id']",0.06438606977462769,0.9356139302253723,2
34,cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['cordless handset tcx905', nan]",0.06861960887908936,0.9313803911209106,2
45,uniden 5.8 ghz accessory handset and charger tcx905,uniden 5.8 ghz accessory handset and charger tcx905 base keypad handset speakerphone caller id/call waiting deluxe directlink technology advanced phonebook features trilingual menu displays,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden 5.8 ghz accessory handset and charger tcx905', 'uniden 5.8 ghz accessory handset and charger tcx905 base keypad handset speakerphone caller id/call waiting deluxe directlink technology advanced phonebook features trilingual menu displays']",0.10455590486526489,0.8954440951347351,2
36,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['uniden tcx905 cordless handset tcx905'],0.0721430778503418,0.9278569221496582,2
37,uniden tcx905 cordless handset tcx905,uniden,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden tcx905 cordless handset tcx905', 'uniden']",0.07277309894561768,0.9272269010543823,2
38,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['uniden tcx905 cordless handset tcx905', nan]",0.0721430778503418,0.9278569221496582,2
44,uniden 5.8 ghz accessory handset and charger tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['uniden 5.8 ghz accessory handset and charger tcx905'],0.11180275678634644,0.8881972432136536,2
40,uniden 5.8 ghz accessory handset and charger tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['uniden 5.8 ghz accessory handset and charger tcx905'],0.1164015531539917,0.8835984468460083,2
22,uniden tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['uniden tcx905', nan]",0.06521046161651611,0.9347895383834839,2
41,uniden 5.8 ghz accessory handset and charger tcx905,uniden 5.8 ghz accessory handset and charger tcx905 base keypad handset speakerphone caller id/call waiting deluxe directlink technology advanced phonebook features trilingual menu displays,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden 5.8 ghz accessory handset and charger tcx905', 'uniden 5.8 ghz accessory handset and charger tcx905 base keypad handset speakerphone caller id/call waiting deluxe directlink technology advanced phonebook features trilingual menu displays']",0.10455590486526489,0.8954440951347351,2
21,uniden tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden tcx905', 'uniden tcx-905 tru-digital expansion handset with caller id']",0.06139981746673584,0.9386001825332642,2
48,handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['handset tcx905'],0.06217402219772339,0.9378259778022766,2
1,ezxs88w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['ezxs88w', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",0.22280311584472656,0.7771968841552734,2
2,ezxs88w,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_price')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', nan]","['ezxs88w', nan]",0.2663915753364563,0.7336084246635437,2
52,linksys,linksys etherfast 8-port 10/100 switch ( new/workgroup ),,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['linksys', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",0.4327108860015869,0.5672891139984131,2
4,uniden tcx905 cordless handset tcx905,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name',)",['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b'],['uniden tcx905 cordless handset tcx905'],0.06971043348312378,0.9302895665168762,2
5,uniden tcx905 cordless handset tcx905,tru-digital expansion handset with caller id,,uniden tcx905 cordless handset tcx905,uniden tcx-905 tru-digital expansion handset with caller id,,"('ltable_name', 'ltable_description')","['panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b', 'panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish']","['uniden tcx905 cordless handset tcx905', 'tru-digital expansion handset with caller id']",0.07015377283096313,0.9298462271690369,2
