,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,toshiba sd-p71s portable dvd player,nan,0
1,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,lithium ion ( li-ion ) photo battery,"samsung pn50a650 50 ' 1080p plasma hdtv 1,000,000:1 dynamic contrast ratio anti burn-in technology",nan,0
2,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",lg 14 ' washer and dryer red pedestal with drawer wdp3r,35.0,nan,sony cyber-shot dsc-h50 digital camera black dsch50b,nan,0
3,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,olympus ps-bls1 lithium ion digital camera battery 260236,1079.96,0
4,sony bravia theater black micro system davis50b 5.1-channel surround sound golf ball-sized speakers compact design s-air digital wireless capability hdmi connectivity bravia sync digital cinema sound ( dcs ) technology s-master digital amplifier portable audio enhancer black finish,lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,sony bravia dav-is50 / b home theater system,nan,0
5,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,sony np-fh100 lithium ion camcorder battery npfh100,119.36,0
6,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",audiovox commander mt xm satellite radio receiver xmrvrfm002,nan,nan,maytag 2.0 cu . ft. over-the-range microwave oven,nan,0
7,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,olympus neoprene soft camera case 202066,289.95,0
8,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,7.0 cu . ft. super capacity electric dryer med5900tw,nan,0
9,"sony 52 ' bravia w-series black lcd flat panel hdtv kdl52w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ( ace ) bravia sync technology 24p true cinema 30,000:1 dynamic contrast ratio 3d comb filter cinemotion reverse 3:2 pulldown technology black finish",lg 14 ' washer and dryer red pedestal with drawer wdp3r,nan,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,0
