,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Magic Hat deVEILed,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Magic Hat deVEILed'],0.18364489,0.8163551,2
32,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;', '6.20 %']",0.15223879,0.8477612,2
31,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Genesee Brewing Company &#40; North American Breweries &#41;,American Pale Ale,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;', 'American Pale Ale']",0.17521502,0.82478493,2
30,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Blue Heron Brewpub,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;', 'Blue Heron Brewpub']",0.3320146,0.6679854,2
29,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;'],0.40120965,0.5987904,2
24,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Berghoff Reppin _ Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,6.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Berghoff Reppin _ Red Ale', '6.20 %']",0.22498542,0.7750146,2
23,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Berghoff Reppin _ Red Ale,Stevens Point Brewery,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Berghoff Reppin _ Red Ale', 'Stevens Point Brewery']",0.4499372,0.5500628,2
20,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Boxing Cat Ringside Red,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Boxing Cat Ringside Red', '5 %']",0.48775315,0.51224685,2
19,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Boxing Cat Ringside Red,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Lager/Vienna,5 %,"('rtable_Beer_Name', 'rtable_Style')","['Genesee Brew House American Red Ale', 'Amber Ale']","['Boxing Cat Ringside Red', 'Amber Lager/Vienna']",0.48205152,0.5179485,2
17,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Boxing Cat Ringside Red,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name',)",['Genesee Brew House American Red Ale'],['Boxing Cat Ringside Red'],0.48775315,0.51224685,2
13,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Baird Red Rose Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Baird Red Rose Amber Ale', '5.40 %']",0.31796733,0.6820327,2
18,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Boxing Cat Ringside Red,Boxing Cat Brewery,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Boxing Cat Ringside Red', 'Boxing Cat Brewery']",0.42204994,0.57795006,2
1,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Magic Hat deVEILed,Magic Hat Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Genesee Brew House American Red Ale', 'Genesee Brewing Company &#40; North American Breweries &#41;']","['Magic Hat deVEILed', 'Magic Hat Brewing Company &#40; North American Breweries &#41;']",0.47139093,0.5286091,2
3,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Magic Hat deVEILed,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Magic Hat deVEILed', '5.20 %']",0.12943321,0.8705667,2
9,Ruby Red American Ale,Fat Bottom Brewing,American Amber / Red Ale,6.10 %,Bull & Barrel Session Style - Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Genesee Brew House American Red Ale', '5 %']","['Bull & Barrel Session Style - Amber Ale', '4.70 %']",0.32408276,0.67591727,2
