,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,canon kp-108in color ink paper set 3115b001 3115b001 29.13,computer accessories,canon,2455b002,,"('rtable_title', 'rtable_category')","['canon 2455b002 imageformula dr-2510c compact color scanner 617.99', 'scanners']","['canon kp-108in color ink paper set 3115b001 3115b001 29.13', 'computer accessories']",0.33568868,0.66431135,2
38,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,scanners,xo vision,,,"('rtable_brand', 'rtable_modelno')","['canon', '2455b002']","['xo vision', nan]",0.2990323,0.70096767,2
39,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,scanners,xo vision,2455b002,,"('rtable_brand', 'rtable_price')","['canon', nan]","['xo vision', nan]",0.24650256,0.7534974,2
27,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,scanners,canon,,16.95,"('rtable_modelno', 'rtable_price')","['2455b002', nan]","[nan, 16.95]",0.49132448,0.50867546,2
26,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,scanners,,2455b002,16.95,"('rtable_brand', 'rtable_price')","['canon', nan]","[nan, 16.95]",0.4977371,0.50226295,2
25,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,pc treasures clickit classic mouse - navy 07669 pc treasures 07669,scanners,canon,2455b002,16.95,"('rtable_title', 'rtable_price')","['canon 2455b002 imageformula dr-2510c compact color scanner 617.99', nan]","['pc treasures clickit classic mouse - navy 07669 pc treasures 07669', 16.95]",0.11579956,0.88420045,2
24,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,pc treasures clickit classic mouse - navy 07669 pc treasures 07669,scanners,canon,,,"('rtable_title', 'rtable_modelno')","['canon 2455b002 imageformula dr-2510c compact color scanner 617.99', '2455b002']","['pc treasures clickit classic mouse - navy 07669 pc treasures 07669', nan]",0.10530916,0.8946909,2
23,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,pc treasures clickit classic mouse - navy 07669 pc treasures 07669,scanners,,2455b002,,"('rtable_title', 'rtable_brand')","['canon 2455b002 imageformula dr-2510c compact color scanner 617.99', 'canon']","['pc treasures clickit classic mouse - navy 07669 pc treasures 07669', nan]",0.097648114,0.9023519,2
22,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,pc treasures clickit classic mouse - navy 07669 pc treasures 07669,mice,canon,2455b002,,"('rtable_title', 'rtable_category')","['canon 2455b002 imageformula dr-2510c compact color scanner 617.99', 'scanners']","['pc treasures clickit classic mouse - navy 07669 pc treasures 07669', 'mice']",0.34528935,0.65471065,2
21,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,,,,479.98,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,scanners,canon,2455b002,16.95,"('rtable_price',)",[nan],[16.95],0.41110262,0.58889735,2
