,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,nan,nan,1
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,gb01959,nan,1
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,be450g,nan,1
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,nan,nan,0
4,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,car stereos,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,lacie,nan,nan,1
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,gb01959,2608.99,1
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,da-lite,35199,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,lacie,nan,nan,0
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,tricool 92mm dbb,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,be450g,nan,0
8,srs labs analog rca volume leveler,printers,da-lite,35199,4612.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,laminating supplies,da-lite,nan,nan,0
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,gs716t-200nas,4612.99,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,nan,da-lite,gb01959,2608.99,1
