,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,da-lite,electronics - general,q3675a,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,57y4167,2608.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
1,atrend,electronics - general,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,2608.99,cinegray ezframe series fixed frame screen - 150 diagonal,1
2,da-lite,usb drives,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,2608.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
3,da-lite,electronics - general,nan,23.98,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,da-lite,projection screens,nan,2608.99,oki 52117101 - 52117101 toner 33000 page-yield black,1
4,da-lite,electronics - general,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,230.74,da-plex base rear projection screen - 57 3 4 x 77 video format,1
5,da-lite,electronics - general,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,134.45,da-plex base rear projection screen - 57 3 4 x 77 video format,1
6,da-lite,networking,nan,8.88,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,2608.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
7,da-lite,electronics - general,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,2608.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
8,da-lite,electronics - general,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,2608.99,cinegray ezframe series fixed frame screen - 150 diagonal,1
9,da-lite,networking,nan,1609.99,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,da-lite,projection screens,nan,2608.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
