,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995.0,an efficient algorithm for mining association rules in large databases,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('rtable_title',)",['mining association rules between sets of items in large databases . 1993'],['an efficient algorithm for mining association rules in large databases'],0.044271230697631836,0.9557287693023682,2
164,rules between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",vldb,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title',)",['an efficient algorithm for mining association rules in large databases'],['rules between sets of items in large databases . 1993'],0.08125221729278564,0.9187477827072144,2
165,rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",vldb,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_authors')","['an efficient algorithm for mining association rules in large databases', 'a savasere , e omiecinski , s navathe']","['rules between sets of items in large databases . 1993', 'r agrawal , t imielinski , a swami']",0.05339938402175903,0.946600615978241,2
166,rules between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",proc . acm sigmod international conference on management of,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_venue')","['an efficient algorithm for mining association rules in large databases', 'vldb']","['rules between sets of items in large databases . 1993', 'proc . acm sigmod international conference on management of']",0.04225015640258789,0.9577498435974121,2
167,rules between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",vldb,,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_year')","['an efficient algorithm for mining association rules in large databases', 1995.0]","['rules between sets of items in large databases . 1993', nan]",0.07487612962722778,0.9251238703727722,2
350,mining association rules between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",vldb,,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_year')","['an efficient algorithm for mining association rules in large databases', 1995.0]","['mining association rules between sets of items in large databases . 1993', nan]",0.0525209903717041,0.9474790096282959,2
349,mining association rules between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",acm sigmod international conference on management of,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_venue')","['an efficient algorithm for mining association rules in large databases', 'vldb']","['mining association rules between sets of items in large databases . 1993', 'acm sigmod international conference on management of']",0.04791337251663208,0.9520866274833679,2
348,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",vldb,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_authors')","['an efficient algorithm for mining association rules in large databases', 'a savasere , e omiecinski , s navathe']","['mining association rules between sets of items in large databases . 1993', 'r agrawal , t imielinski , a swami']",0.04899507761001587,0.9510049223899841,2
347,mining association rules between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",vldb,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title',)",['an efficient algorithm for mining association rules in large databases'],['mining association rules between sets of items in large databases . 1993'],0.04751908779144287,0.9524809122085571,2
172,between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",vldb,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_authors')","['an efficient algorithm for mining association rules in large databases', 'a savasere , e omiecinski , s navathe']","['between sets of items in large databases . 1993', 'r agrawal , t imielinski , a swami']",0.05877983570098877,0.9412201642990112,2
173,between sets of items in large databases . 1993,"a savasere , e omiecinski , s navathe",proc . acm sigmod international conference on management of,1995.0,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,,"('ltable_title', 'ltable_venue')","['an efficient algorithm for mining association rules in large databases', 'vldb']","['between sets of items in large databases . 1993', 'proc . acm sigmod international conference on management of']",0.19682085514068604,0.803179144859314,2
