,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Cerveza Queretaro,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Beer_Name',)",['Bourbon Barrel Aged Horus Imperial Red'],['Cerveza Queretaro'],0.9743959,0.025604123,2
95,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,Amber Ale,5 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '9.20 %']","['Amber Ale', '5 %']",0.90540516,0.0945948,2
94,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Bluegrass Brewing Company,American Strong Ale,5 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Riverbend Brewing & Sports Pub', '9.20 %']","['Bluegrass Brewing Company', '5 %']",0.9784812,0.021518815,2
93,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Bluegrass Brewing Company,Amber Ale,9.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Riverbend Brewing & Sports Pub', 'American Strong Ale']","['Bluegrass Brewing Company', 'Amber Ale']",0.968188,0.031812046,2
92,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Sheltowee 502 Amber Ale,Riverbend Brewing & Sports Pub,American Strong Ale,5 %,"('rtable_Beer_Name', 'rtable_ABV')","['Riverbend Barrel Aged Right Said Red', '9.20 %']","['Sheltowee 502 Amber Ale', '5 %']",0.96785563,0.032144427,2
91,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Sheltowee 502 Amber Ale,Riverbend Brewing & Sports Pub,Amber Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Riverbend Barrel Aged Right Said Red', 'American Strong Ale']","['Sheltowee 502 Amber Ale', 'Amber Ale']",0.95263463,0.047365397,2
90,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Sheltowee 502 Amber Ale,Bluegrass Brewing Company,American Strong Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Riverbend Barrel Aged Right Said Red', 'Riverbend Brewing & Sports Pub']","['Sheltowee 502 Amber Ale', 'Bluegrass Brewing Company']",0.94751096,0.05248911,2
89,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,5 %,"('rtable_ABV',)",['9.20 %'],['5 %'],0.74460983,0.2553902,2
88,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,Amber Ale,9.20 %,"('rtable_Style',)",['American Strong Ale'],['Amber Ale'],0.84447867,0.15552127,2
87,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Bluegrass Brewing Company,American Strong Ale,9.20 %,"('rtable_Brew_Factory_Name',)",['Riverbend Brewing & Sports Pub'],['Bluegrass Brewing Company'],0.97899276,0.021007199,2
86,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Sheltowee 502 Amber Ale,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('rtable_Beer_Name',)",['Riverbend Barrel Aged Right Said Red'],['Sheltowee 502 Amber Ale'],0.9507605,0.049239557,2
80,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,India Pale Ale &#40; IPA &#41;,6 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '9.20 %']","['India Pale Ale &#40; IPA &#41;', '6 %']",0.7115284,0.28847155,2
79,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Bacchus Brewing Company &#40; Australia &#41;,American Strong Ale,6 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Riverbend Brewing & Sports Pub', '9.20 %']","['Bacchus Brewing Company &#40; Australia &#41;', '6 %']",0.947997,0.05200307,2
78,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Bacchus Brewing Company &#40; Australia &#41;,India Pale Ale &#40; IPA &#41;,9.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Riverbend Brewing & Sports Pub', 'American Strong Ale']","['Bacchus Brewing Company &#40; Australia &#41;', 'India Pale Ale &#40; IPA &#41;']",0.9487464,0.05125356,2
77,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Bacchus / Burrow Bloodhound Blood Red IPA,Riverbend Brewing & Sports Pub,American Strong Ale,6 %,"('rtable_Beer_Name', 'rtable_ABV')","['Riverbend Barrel Aged Right Said Red', '9.20 %']","['Bacchus / Burrow Bloodhound Blood Red IPA', '6 %']",0.8986514,0.101348616,2
76,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Bacchus / Burrow Bloodhound Blood Red IPA,Riverbend Brewing & Sports Pub,India Pale Ale &#40; IPA &#41;,9.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Riverbend Barrel Aged Right Said Red', 'American Strong Ale']","['Bacchus / Burrow Bloodhound Blood Red IPA', 'India Pale Ale &#40; IPA &#41;']",0.8960273,0.103972614,2
75,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Bacchus / Burrow Bloodhound Blood Red IPA,Bacchus Brewing Company &#40; Australia &#41;,American Strong Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Riverbend Barrel Aged Right Said Red', 'Riverbend Brewing & Sports Pub']","['Bacchus / Burrow Bloodhound Blood Red IPA', 'Bacchus Brewing Company &#40; Australia &#41;']",0.9527188,0.047281258,2
74,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,6 %,"('rtable_ABV',)",['9.20 %'],['6 %'],0.7449536,0.25504646,2
73,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,India Pale Ale &#40; IPA &#41;,9.20 %,"('rtable_Style',)",['American Strong Ale'],['India Pale Ale &#40; IPA &#41;'],0.6687873,0.33121267,2
71,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Bacchus / Burrow Bloodhound Blood Red IPA,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('rtable_Beer_Name',)",['Riverbend Barrel Aged Right Said Red'],['Bacchus / Burrow Bloodhound Blood Red IPA'],0.82066727,0.17933272,2
65,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,8.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '12.00 %']","['American Amber / Red Ale', '8.00 %']",0.7863759,0.2136241,2
64,Bourbon Barrel Aged Horus Imperial Red,Trillium Brewing Company,American Amber / Red Ale,8.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Elevator Brewery & Draught Haus', '12.00 %']","['Trillium Brewing Company', '8.00 %']",0.8430858,0.15691411,2
63,Bourbon Barrel Aged Horus Imperial Red,Trillium Brewing Company,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Elevator Brewery & Draught Haus', 'American Amber / Red Ale']","['Trillium Brewing Company', 'American Amber / Red Ale']",0.79937744,0.20062253,2
62,Deciduous,Elevator Brewery & Draught Haus,American Amber / Red Ale,8.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_ABV')","['Bourbon Barrel Aged Horus Imperial Red', '12.00 %']","['Deciduous', '8.00 %']",0.9900817,0.00991829,2
61,Deciduous,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Style')","['Bourbon Barrel Aged Horus Imperial Red', 'American Amber / Red Ale']","['Deciduous', 'American Amber / Red Ale']",0.99358857,0.0064114686,2
60,Deciduous,Trillium Brewing Company,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Bourbon Barrel Aged Horus Imperial Red', 'Elevator Brewery & Draught Haus']","['Deciduous', 'Trillium Brewing Company']",0.9997652,0.00023476171,2
101,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,HopDog BeerWorks Zombie Fish Puncher,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('rtable_Beer_Name',)",['Riverbend Barrel Aged Right Said Red'],['HopDog BeerWorks Zombie Fish Puncher'],0.98972684,0.010273145,2
102,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,HopDog BeerWorks,American Strong Ale,9.20 %,"('rtable_Brew_Factory_Name',)",['Riverbend Brewing & Sports Pub'],['HopDog BeerWorks'],0.9884206,0.011579349,2
103,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,India Pale Ale &#40; IPA &#41;,9.20 %,"('rtable_Style',)",['American Strong Ale'],['India Pale Ale &#40; IPA &#41;'],0.6687873,0.33121267,2
104,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,6.50 %,"('rtable_ABV',)",['9.20 %'],['6.50 %'],0.7088168,0.2911832,2
140,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,Amber Ale,5.40 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '9.20 %']","['Amber Ale', '5.40 %']",0.8876053,0.11239466,2
139,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Stevens Point Brewery,American Strong Ale,5.40 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Riverbend Brewing & Sports Pub', '9.20 %']","['Stevens Point Brewery', '5.40 %']",0.9977302,0.0022698338,2
138,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Stevens Point Brewery,Amber Ale,9.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Riverbend Brewing & Sports Pub', 'American Strong Ale']","['Stevens Point Brewery', 'Amber Ale']",0.9702589,0.029741079,2
137,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Horny Goat Red Planet Red Ale,Riverbend Brewing & Sports Pub,American Strong Ale,5.40 %,"('rtable_Beer_Name', 'rtable_ABV')","['Riverbend Barrel Aged Right Said Red', '9.20 %']","['Horny Goat Red Planet Red Ale', '5.40 %']",0.7993049,0.20069514,2
136,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Horny Goat Red Planet Red Ale,Riverbend Brewing & Sports Pub,Amber Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Riverbend Barrel Aged Right Said Red', 'American Strong Ale']","['Horny Goat Red Planet Red Ale', 'Amber Ale']",0.84734654,0.15265347,2
135,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Horny Goat Red Planet Red Ale,Stevens Point Brewery,American Strong Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Riverbend Barrel Aged Right Said Red', 'Riverbend Brewing & Sports Pub']","['Horny Goat Red Planet Red Ale', 'Stevens Point Brewery']",0.9455219,0.05447811,2
134,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,5.40 %,"('rtable_ABV',)",['9.20 %'],['5.40 %'],0.89894134,0.10105865,2
133,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,Amber Ale,9.20 %,"('rtable_Style',)",['American Strong Ale'],['Amber Ale'],0.84447867,0.15552127,2
132,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Stevens Point Brewery,American Strong Ale,9.20 %,"('rtable_Brew_Factory_Name',)",['Riverbend Brewing & Sports Pub'],['Stevens Point Brewery'],0.9866807,0.013319318,2
131,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Horny Goat Red Planet Red Ale,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('rtable_Beer_Name',)",['Riverbend Barrel Aged Right Said Red'],['Horny Goat Red Planet Red Ale'],0.7450812,0.2549188,2
125,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,Barley Wine,9 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '9.20 %']","['Barley Wine', '9 %']",0.7270462,0.27295387,2
124,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,White Birch Brewing,American Strong Ale,9 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Riverbend Brewing & Sports Pub', '9.20 %']","['White Birch Brewing', '9 %']",0.9881175,0.011882478,2
59,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,8.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('ltable_ABV',)",['12.00 %'],['8.00 %'],0.78637564,0.21362434,2
123,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,White Birch Brewing,Barley Wine,9.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Riverbend Brewing & Sports Pub', 'American Strong Ale']","['White Birch Brewing', 'Barley Wine']",0.9607713,0.03922871,2
121,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,White Birch Barley Wine Ale,Riverbend Brewing & Sports Pub,Barley Wine,9.20 %,"('rtable_Beer_Name', 'rtable_Style')","['Riverbend Barrel Aged Right Said Red', 'American Strong Ale']","['White Birch Barley Wine Ale', 'Barley Wine']",0.9714399,0.028560089,2
120,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,White Birch Barley Wine Ale,White Birch Brewing,American Strong Ale,9.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Riverbend Barrel Aged Right Said Red', 'Riverbend Brewing & Sports Pub']","['White Birch Barley Wine Ale', 'White Birch Brewing']",0.9312423,0.06875775,2
119,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,American Strong Ale,9 %,"('rtable_ABV',)",['9.20 %'],['9 %'],0.73398066,0.2660193,2
118,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,Barley Wine,9.20 %,"('rtable_Style',)",['American Strong Ale'],['Barley Wine'],0.6972555,0.3027446,2
117,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,White Birch Brewing,American Strong Ale,9.20 %,"('rtable_Brew_Factory_Name',)",['Riverbend Brewing & Sports Pub'],['White Birch Brewing'],0.9733978,0.026602218,2
116,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,White Birch Barley Wine Ale,Riverbend Brewing & Sports Pub,American Strong Ale,9.20 %,"('rtable_Beer_Name',)",['Riverbend Barrel Aged Right Said Red'],['White Birch Barley Wine Ale'],0.86999714,0.1300029,2
110,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,Riverbend Brewing & Sports Pub,India Pale Ale &#40; IPA &#41;,6.50 %,"('rtable_Style', 'rtable_ABV')","['American Strong Ale', '9.20 %']","['India Pale Ale &#40; IPA &#41;', '6.50 %']",0.75079656,0.24920346,2
109,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,HopDog BeerWorks,American Strong Ale,6.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Riverbend Brewing & Sports Pub', '9.20 %']","['HopDog BeerWorks', '6.50 %']",0.9919864,0.008013551,2
108,Bourbon Barrel Aged Horus Imperial Red,Elevator Brewery & Draught Haus,American Amber / Red Ale,12.00 %,Riverbend Barrel Aged Right Said Red,HopDog BeerWorks,India Pale Ale &#40; IPA &#41;,9.20 %,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Riverbend Brewing & Sports Pub', 'American Strong Ale']","['HopDog BeerWorks', 'India Pale Ale &#40; IPA &#41;']",0.99040496,0.009595045,2
