,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,usb drives,nan,nan,sony 16gb class 4 sd memory card sony 0.0,nan,tv mounts,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
1,nan,usb drives,nan,nan,ifrogz ipod touch 4 luxe lean case white ifrogz it4ll-wht 24.99,nan,nan,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
2,nan,usb drives,nan,248.27,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,55.99,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
3,nan,usb drives,nan,nan,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
4,samsung,usb drives,nan,nan,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
5,samsung,usb drives,nan,32.88,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
6,nan,usb drives,nan,nan,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,nan,nan,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
7,nan,tv accessories,nan,nan,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,uniden slimline corded phone with cid cw - un-1260bk uniden,1
8,nan,usb drives,nan,nan,sony 16gb class 4 sd memory card sony 0.0,nan,tv mounts,nan,nan,da-glas base rear projection screen - 70 x 70 av format da-lite,1
9,nan,usb drives,nan,248.27,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,pny 4gb class 4 navy sd card car audio video pny p-sdhc4g4-ef / navy 11.18,1
