,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,finding intensional knowledge of distance-based outliers vldb 1999,"v. tucakov , raymond t. ng , edwin m. knorr",,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title',)",['distance-based outliers : algorithms and applications vldb j. 2000'],['finding intensional knowledge of distance-based outliers vldb 1999'],0.020419005,0.97958106,2
35,"novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000","v. tucakov , raymond t. ng , edwin m. knorr",,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_year')","['distance-based outliers : algorithms and applications vldb j. 2000', nan]","['novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000', nan]",0.019146135,0.9808539,2
34,"novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000","v. tucakov , raymond t. ng , edwin m. knorr",vldb,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_venue')","['distance-based outliers : algorithms and applications vldb j. 2000', nan]","['novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000', 'vldb']",0.017415177,0.98258483,2
33,"novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000",,,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_authors')","['distance-based outliers : algorithms and applications vldb j. 2000', 'v. tucakov , raymond t. ng , edwin m. knorr']","['novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000', nan]",0.01883253,0.98116744,2
32,"novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000","v. tucakov , raymond t. ng , edwin m. knorr",,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title',)",['distance-based outliers : algorithms and applications vldb j. 2000'],"['novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000']",0.019146135,0.9808539,2
27,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.","v. tucakov , raymond t. ng , edwin m. knorr",,2001.0,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_year')","['distance-based outliers : algorithms and applications vldb j. 2000', nan]","['hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.', 2001.0]",0.007996956,0.9920031,2
26,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.","v. tucakov , raymond t. ng , edwin m. knorr",,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_venue')","['distance-based outliers : algorithms and applications vldb j. 2000', nan]","['hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.', nan]",0.019382354,0.9806176,2
25,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.",,,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_authors')","['distance-based outliers : algorithms and applications vldb j. 2000', 'v. tucakov , raymond t. ng , edwin m. knorr']","['hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.', nan]",0.011119574,0.9888804,2
24,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.","v. tucakov , raymond t. ng , edwin m. knorr",,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title',)",['distance-based outliers : algorithms and applications vldb j. 2000'],"['hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.']",0.019382354,0.9806176,2
18,"a consensus glossary of temporal database concepts shashi k. gadia , christian s. jensen , patrick j. hayes , ramez elmasri , sushil jajodia , james clifford","v. tucakov , raymond t. ng , edwin m. knorr",sigmod record,,"finding intensional knowledge of distance-based outliers edwin m. knorr , raymond t. ng 1999",,very large data bases,,"('ltable_title', 'ltable_venue')","['distance-based outliers : algorithms and applications vldb j. 2000', nan]","['a consensus glossary of temporal database concepts shashi k. gadia , christian s. jensen , patrick j. hayes , ramez elmasri , sushil jajodia , james clifford', 'sigmod record']",0.016878327,0.9831217,2
