,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,nan,hd527b3,84.98,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,computers accessories,pioneer,nan,nan,1
1,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,hard drives,nan,hd527b3,32.88,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,nan,nan,nan,1
2,iosafe rugged 250gb usb 3.0 portable external hard drive iosafe 249.99,hard drives,nan,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,antec,nan,nan,1
3,pioneer 6.5 3-way speakers 300w car stereos pioneer,hard drives,nan,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,avf,nan,nan,1
4,srs labs analog rca volume leveler srs labs dct6s 59.99,hard drives,nan,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,nan,it4ll-gmt,nan,1
5,srs labs analog rca volume leveler srs labs dct6s 59.99,tv accessories,nan,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,nan,nan,nan,1
6,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,nan,hd527b3,84.98,antec tricool case fan tricool 120mm 11.19,computers accessories,nan,nan,nan,1
7,clickfree c2 500gb usb 3.0 portable external hard drive clickfree,hard drives,ep memory,hd527b3,84.98,da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal da-lite,computers accessories,nan,nan,nan,1
8,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,hard drives,atrend,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,nan,nan,nan,1
9,iosafe rugged 250gb usb 3.0 portable external hard drive iosafe 249.99,hard drives,samsung,hd527b3,84.98,iomega skin 500 gb usb 2.0 portable external hard drive 35106 black iomega 35106 94.49,computers accessories,nan,nan,nan,1
